exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.10,2810.8,0.1,59.1,12.4,13.8,17.4,156,258,0.092,2552,0.91,1100,1450,40.9,5.65,11.2,26.2,1370,100,18,25,43.6,1520,1240,990,973.1,16.9,0.926,0.48,0.0283,1.41,0.083,4,0.535,1.94,0.115,15,0.913,0.97,0.886,36.9,35.8,143,1130000
0.11,2687.2,0.11,57.6,12.2,13.5,16.9,148,248,0.092,2439,0.91,1100,1340,42.4,5.79,11.5,23.4,1260,100,18,25,40.2,1400,1240,990,972.8,17.2,0.926,0.48,0.0278,1.41,0.0816,4,0.535,1.94,0.113,15.3,0.916,0.971,0.89,37.8,36.7,147,1180000
0.12,2554.1,0.12,57.3,12.2,13.4,16.8,150,250,0.098,2304,0.9,1100,1200,42.7,5.78,11.6,19.3,1120,100,18,25,36.1,1270,1240,990,972.4,17.6,0.926,0.48,0.0273,1.41,0.0801,4,0.535,1.94,0.111,15.6,0.92,0.973,0.895,38.8,37.7,151,1330000
0.13,2425.1,0.13,56.3,12.2,13.1,16.4,150,248,0.1,2178,0.9,1100,1080,43.7,5.81,11.9,15.9,1000,100,18,25,32.3,1150,1240,990,972.1,17.9,0.926,0.48,0.0269,1.41,0.0787,4,0.535,1.94,0.109,15.9,0.923,0.975,0.9,39.7,38.7,155,1200000
0.14,2334.7,0.14,56.5,12,12.9,15.8,149,247,0.11,2088,0.89,1100,988,43.5,5.99,12.1,13.8,913,100,18,25,29.6,1060,1240,990,971.9,18.1,0.926,0.48,0.0265,1.41,0.0777,4,0.535,1.94,0.107,16.2,0.925,0.977,0.903,40.3,39.3,157,1090000
0.15,2254.8,0.15,55.7,11.8,12.6,15.3,142,238,0.11,2017,0.89,1100,917,44.3,6.17,12.4,12.1,842,100,18,25,27.4,984,1240,990,971.7,18.3,0.926,0.48,0.0263,1.41,0.0769,4,0.535,1.94,0.106,16.3,0.926,0.978,0.905,40.8,39.9,160,1400000
0.16,2160.4,0.16,55.3,11.6,12.3,14.5,144,238,0.11,1923,0.89,1100,823,44.7,6.39,12.7,10.1,749,100,18,25,24.6,893,1240,990,971.5,18.5,0.926,0.48,0.0259,1.41,0.076,4,0.535,1.94,0.105,16.6,0.927,0.979,0.907,41.4,40.5,162,1400000
0.17,2066.5,0.17,55.7,11.7,12.3,14.6,146,241,0.12,1826,0.88,1100,726,44.3,6.35,12.7,7.27,655,100,18,25,21.9,802,1240,990,971.3,18.7,0.926,0.48,0.0256,1.41,0.075,4,0.535,1.94,0.104,16.8,0.928,0.98,0.909,42,41.2,165,1300000
0.18,1962.2,0.18,54.7,11.3,11.8,13.5,140,231,0.12,1731,0.88,1100,631,45.3,6.66,13.2,5.45,560,100,18,25,18.9,700,1240,990,971,19,0.926,0.48,0.0252,1.41,0.0739,4,0.535,1.94,0.102,17.1,0.929,0.98,0.911,42.8,42,168,1540000
0.19,1861.4,0.19,53.7,11.1,11.4,12.8,133,221,0.12,1640,0.88,1100,540,46.3,6.89,13.6,3.45,470,100,18,25,16.2,602,1240,990,970.7,19.3,0.926,0.48,0.0248,1.41,0.0727,4,0.535,1.94,0.1,17.4,0.931,0.98,0.912,43.7,42.8,171,1190000
0.20,1767.2,0.2,53,11,11.2,12.4,127,214,0.12,1553,0.88,1100,453,47,6.97,13.1,1.27,384,100,18,24.3,13.6,511,1240,990,970.3,19.7,0.925,0.48,0.0244,1.4,0.0715,4,0.535,1.94,0.0987,17.7,0.932,0.98,0.914,44.5,43.7,175,1490000
0.21,1678.5,0.21,52.3,10.8,11,11.8,123,209,0.12,1470,0.88,1100,370,47.7,7.16,11.3,-0.71,304,100,18,22.3,11.1,427,1240,990,970.1,19.9,0.919,0.48,0.0241,1.4,0.0702,4,0.535,1.93,0.097,18,0.934,0.98,0.915,45.3,44.4,178,1380000
0.22,1588,0.22,52.3,10.8,10.9,11.7,124,210,0.13,1378,0.87,1100,278,47.4,7.12,8.44,-3.38,219,99.8,17.9,19.4,8.35,343,1240,990,969.8,20.2,0.911,0.48,0.0237,1.39,0.0688,4,0.535,1.93,0.0952,18.3,0.935,0.98,0.916,46.2,45.2,181,1540000
0.23,1510.4,0.23,52.4,10.6,10.7,11.3,120,205,0.14,1306,0.86,1100,206,44.2,6.05,6.29,-5.11,154,96.6,16.6,17,6.17,274,1230,990,969.5,20.5,0.894,0.48,0.0234,1.37,0.0671,4,0.535,1.91,0.0932,18.6,0.936,0.98,0.917,46.9,45.9,184,1260000
0.24,1434.6,0.24,50.9,10.2,10.2,10.4,114,195,0.14,1239,0.86,1100,139,31.5,4.22,4.25,-6.18,106,82.4,14.4,14.5,4.22,219,1210,990,969.3,20.7,0.862,0.48,0.0232,1.34,0.0647,4,0.535,1.88,0.0905,18.8,0.937,0.98,0.918,47.6,46.7,187,1790000
0.25,1369.9,0.25,51.1,10.4,10.4,10.5,112,194,0.14,1176,0.86,1099,76.9,17.4,2.28,2.33,-8.2,63,68.6,12.7,12.7,2.28,175,1190,990,969.1,20.9,0.835,0.479,0.0229,1.31,0.0627,4,0.534,1.85,0.0883,19.1,0.937,0.98,0.919,48.2,47.2,189,1430000
0.26,1301.5,0.26,49.8,10.2,9.97,9.91,105,185,0.14,1116,0.86,1086,30.9,6.98,0.89,0.924,-9.02,31.1,56.8,11.1,10.9,0.89,136,1160,990,968.8,21.2,0.793,0.461,0.0218,1.25,0.0593,4,0.521,1.78,0.0839,19.4,0.938,0.98,0.919,48.4,47.4,190,1570000
0.27,1219.9,0.27,49.4,10.1,9.72,9.38,103,182,0.15,1038,0.85,1037,1.05,0.251,0.0317,0.0317,-9.35,10.1,49.7,10.1,9.76,0.0317,113,1110,990,968.6,21.4,0.708,0.402,0.0188,1.11,0.0519,4,0.477,1.59,0.0742,19.8,0.939,0.98,0.92,47.3,46.4,185,1540000
0.28,1180.4,0.28,49,9.78,9.4,8.97,102,179,0.15,1002,0.85,1002,0,0,0,0,-8.97,8.97,49,9.78,9.4,0,111,1070,990,968.5,21.5,0.656,0.362,0.0168,1.02,0.0473,4,0.444,1.46,0.0679,20.1,0.939,0.98,0.92,46.3,45.3,181,1470000
0.29,1133.3,0.29,48.9,9.54,9.05,8.54,99.7,176,0.16,957.5,0.84,957.5,0,0,0,0,-8.54,8.54,48.9,9.54,9.05,0,108,1020,990,968.3,21.7,0.599,0.317,0.0146,0.916,0.0422,4,0.406,1.32,0.061,20.4,0.938,0.98,0.919,44.8,43.9,176,1860000
0.30,1101.4,0.3,49,9.41,8.89,8.3,99,175,0.16,926.8,0.84,926.8,0,0,0,0,-8.3,8.3,49,9.41,8.89,0,107,994,990,968.2,21.8,0.565,0.291,0.0134,0.857,0.0393,4,0.381,1.24,0.0568,20.5,0.938,0.979,0.918,43.8,42.9,171,687000
0.31,1080.7,0.31,47.9,9.43,8.8,8.11,95.8,170,0.16,910.7,0.84,910.7,0,0,0,0,-8.11,8.11,47.9,9.43,8.8,0,104,977,990,968.2,21.8,0.549,0.279,0.0128,0.828,0.0379,4,0.368,1.2,0.0547,20.7,0.937,0.979,0.917,43.2,42.3,169,1730000
0.32,1046.8,0.32,47.8,9.13,8.42,7.65,94.6,168,0.16,879.3,0.84,879.3,0,0,0,0,-7.65,7.65,47.8,9.13,8.42,0,102,945,990,968,22,0.52,0.254,0.0116,0.773,0.0352,4,0.343,1.12,0.0508,20.8,0.936,0.978,0.916,42,41.1,164,1310000
0.33,1009.9,0.33,47.4,8.88,8.08,7.26,93.1,165,0.16,845.1,0.84,845.1,0,0,0,0,-7.26,7.26,47.4,8.88,8.08,0,100,910,990,967.9,22.1,0.488,0.228,0.0103,0.715,0.0324,4,0.324,1.04,0.0471,21,0.935,0.977,0.914,41.2,40.2,159,1260000
0.34,969.05,0.34,47.8,8.92,8.15,7.34,94,166,0.17,802.9,0.83,802.9,0,0,0,0,-7.34,7.34,47.8,8.92,8.15,0,101,868,990,967.8,22.2,0.449,0.198,0.0089,0.647,0.0291,4,0.325,0.972,0.0437,21.3,0.935,0.977,0.913,41.7,40.7,153,1010000
0.35,940.23,0.35,46.7,8.81,7.93,7.02,90,160,0.17,779.8,0.83,779.8,0,0,0,0,-7.02,7.02,46.7,8.81,7.93,0,97,843,990,967.7,22.3,0.427,0.182,0.00816,0.609,0.0273,4,0.314,0.924,0.0414,21.4,0.934,0.976,0.912,41.2,40.3,149,1400000
0.36,903.38,0.36,46.1,8.6,7.57,6.55,87,156,0.17,747.5,0.83,747.5,0,0,0,0,-6.55,6.55,46.1,8.6,7.57,0,93.6,810,990,967.5,22.5,0.398,0.165,0.00733,0.563,0.025,4,0.293,0.856,0.0381,21.6,0.932,0.974,0.908,40.1,39,144,1310000
0.37,878.65,0.37,44.4,8.63,7.41,6.17,81.4,148,0.17,730.7,0.83,730.7,0,0,0,0,-6.17,6.17,44.4,8.63,7.41,0,87.5,791,990,967.4,22.6,0.383,0.157,0.00696,0.54,0.0239,4,0.307,0.847,0.0375,21.7,0.933,0.975,0.909,41.2,40.2,142,1010000
0.38,843.99,0.38,45.3,8.25,7.11,6,83.5,150,0.18,693.9,0.82,693.9,0,0,0,0,-6,6,45.3,8.25,7.11,0,89.5,755,990,967.3,22.7,0.356,0.14,0.00618,0.496,0.0218,4,0.359,0.855,0.0376,21.9,0.938,0.979,0.918,45.2,44.2,137,1450000
0.39,818.37,0.39,44.7,8.32,7.18,6,81.6,148,0.18,670.6,0.82,670.6,0,0,0,0,-6,6,44.7,8.32,7.18,0,87.6,731,990,967.2,22.8,0.342,0.131,0.00576,0.473,0.0207,4,0.354,0.827,0.0362,22,0.938,0.979,0.918,45.2,44.3,133,883000
0.40,790.82,0.4,45,8.35,7.19,6.12,83.4,150,0.19,640.7,0.81,640.7,0,0,0,0,-6.12,6.12,45,8.35,7.19,0,89.5,701,990,967.1,22.9,0.325,0.122,0.0053,0.447,0.0195,3,0.324,0.771,0.0336,22.2,0.936,0.979,0.916,43.4,42.5,128,1180000
0.41,760.76,0.41,44.9,8.25,7.16,6.1,82.7,149,0.2,611.7,0.8,611.7,0,0,0,0,-6.1,6.1,44.9,8.25,7.16,0,88.8,672,990,966.9,23.1,0.308,0.112,0.00486,0.42,0.0182,3,0.296,0.716,0.0311,22.3,0.933,0.978,0.912,41.7,40.8,122,837000
0.42,740.41,0.42,44.5,8.04,6.9,5.87,81.4,147,0.2,593.7,0.8,593.7,0,0,0,0,-5.87,5.87,44.5,8.04,6.9,0,87.3,653,990,966.9,23.1,0.298,0.106,0.00459,0.404,0.0175,3,0.279,0.683,0.0295,22.5,0.932,0.977,0.91,40.6,39.7,119,849000
0.43,720.68,0.43,44,7.84,6.69,5.61,79.4,143,0.2,577.2,0.8,577.2,0,0,0,0,-5.61,5.61,44,7.84,6.69,0,85,636,990,966.8,23.2,0.288,0.101,0.00433,0.388,0.0167,3,0.269,0.658,0.0283,22.6,0.931,0.976,0.909,40.1,39.1,116,933000
0.44,700.31,0.44,44.6,8,6.84,5.86,81.7,147,0.21,553.2,0.79,553.2,0,0,0,0,-5.86,5.86,44.6,8,6.84,0,87.6,613,990,966.7,23.3,0.275,0.0923,0.00396,0.367,0.0158,3,0.26,0.627,0.0269,22.7,0.93,0.975,0.907,39.5,38.5,112,883000
0.45,675.14,0.45,44.9,7.93,6.76,5.73,81.7,147,0.22,528.2,0.78,528.2,0,0,0,0,-5.73,5.73,44.9,7.93,6.76,0,87.4,588,990,966.6,23.4,0.261,0.0835,0.00357,0.344,0.0147,3,0.258,0.602,0.0257,22.8,0.93,0.974,0.905,39.5,38.5,107,1060000
0.46,649.31,0.46,44.9,7.98,6.88,5.9,82.4,148,0.23,501.2,0.77,501.2,0,0,0,0,-5.9,5.9,44.9,7.98,6.88,0,88.3,561,990,966.5,23.5,0.246,0.0744,0.00317,0.32,0.0136,3,0.249,0.569,0.0242,22.9,0.928,0.973,0.904,38.9,37.9,102,931000
0.47,624.65,0.47,45.1,8.05,6.9,5.87,82.4,148,0.24,476.3,0.76,476.3,0,0,0,0,-5.87,5.87,45.1,8.05,6.9,0,88.2,536,990,966.4,23.6,0.233,0.0667,0.00283,0.299,0.0127,3,0.241,0.541,0.0229,23.1,0.928,0.973,0.903,38.5,37.5,97.2,662000
0.48,608.05,0.48,45.2,8.07,6.91,5.86,83.1,149,0.25,458.9,0.75,458.9,0,0,0,0,-5.86,5.86,45.2,8.07,6.91,0,89,519,990,966.3,23.7,0.224,0.0623,0.00263,0.286,0.0121,3,0.24,0.526,0.0222,23.1,0.927,0.974,0.903,38.5,37.5,94,753000
0.49,588.43,0.49,44.6,7.81,6.62,5.52,80,145,0.25,443.9,0.75,443.9,0,0,0,0,-5.52,5.52,44.6,7.81,6.62,0,85.6,503,990,966.2,23.8,0.216,0.0588,0.00248,0.275,0.0116,3,0.227,0.502,0.0211,23.3,0.926,0.973,0.901,37.6,36.6,91.1,737000
0.50,571.64,0.5,44.5,7.86,6.68,5.57,80.5,145,0.25,426.5,0.75,426.5,0,0,0,0,-5.57,5.57,44.5,7.86,6.68,0,86.1,486,990,966.2,23.8,0.208,0.0553,0.00232,0.263,0.011,3,0.273,0.537,0.0225,23.3,0.931,0.976,0.908,41.4,40.5,88.5,548000
0.51,561.79,0.51,45.2,7.97,6.78,5.56,81.6,147,0.26,414.6,0.74,414.6,0,0,0,0,-5.56,5.56,45.2,7.97,6.78,0,87.2,475,990,966.1,23.9,0.203,0.0529,0.00222,0.256,0.0107,3,0.276,0.532,0.0223,23.3,0.932,0.976,0.91,41.8,40.9,86.3,781000
0.52,547.67,0.52,45.3,8.04,6.84,5.58,81.8,148,0.27,400.1,0.73,400.1,0,0,0,0,-5.58,5.58,45.3,8.04,6.84,0,87.4,460,990,966.1,23.9,0.198,0.05,0.00209,0.248,0.0104,3,0.267,0.515,0.0215,23.4,0.931,0.976,0.908,41.2,40.3,83.5,858000
0.53,531.75,0.53,45,8.01,6.84,5.57,81.1,146,0.28,385.3,0.72,385.3,0,0,0,0,-5.57,5.57,45,8.01,6.84,0,86.6,445,990,966,24,0.193,0.0471,0.00196,0.24,0.00998,3,0.264,0.503,0.021,23.5,0.931,0.976,0.908,41.1,40.2,80.7,632000
0.54,516.84,0.54,44.2,7.78,6.55,5.2,78.1,142,0.27,375,0.73,375,0,0,0,0,-5.2,5.2,44.2,7.78,6.55,0,83.3,434,990,965.9,24.1,0.189,0.045,0.00187,0.234,0.0097,2,0.252,0.486,0.0202,23.6,0.929,0.976,0.907,40.3,39.4,78.8,677000
0.55,499.7,0.55,44.8,7.86,6.65,5.28,79.5,144,0.29,355.6,0.71,355.6,0,0,0,0,-5.28,5.28,44.8,7.86,6.65,0,84.8,415,990,965.8,24.2,0.182,0.0411,0.0017,0.223,0.00924,2,0.227,0.45,0.0186,23.7,0.926,0.975,0.903,38.3,37.4,74.7,479000
0.56,484.76,0.56,44.4,7.83,6.72,5.32,78.7,143,0.29,341.8,0.71,341.8,0,0,0,0,-5.32,5.32,44.4,7.83,6.72,0,84,401,990,965.8,24.2,0.177,0.0384,0.00158,0.215,0.00889,2,0.21,0.425,0.0176,23.8,0.924,0.974,0.9,36.9,35.9,71.8,640000
0.57,473.16,0.57,43.7,7.65,6.48,5,75.9,139,0.29,334.4,0.71,334.4,0,0,0,0,-5,5,43.7,7.65,6.48,0,80.9,392,990,965.7,24.3,0.174,0.0369,0.00152,0.211,0.00869,2,0.201,0.412,0.017,23.9,0.922,0.973,0.898,36.1,35.2,70.3,680000
0.58,464.81,0.58,44.2,7.66,6.42,4.93,76.2,139,0.3,325.5,0.7,325.5,0,0,0,0,-4.93,4.93,44.2,7.66,6.42,0,81.1,384,990,965.7,24.3,0.171,0.0351,0.00144,0.206,0.00848,2,0.19,0.396,0.0163,23.9,0.921,0.972,0.895,35.2,34.2,68.4,455000
0.59,456.47,0.59,44.2,7.61,6.42,4.78,75.5,139,0.3,317.9,0.7,317.9,0,0,0,0,-4.78,4.78,44.2,7.61,6.42,0,80.3,376,990,965.7,24.3,0.168,0.0336,0.00138,0.202,0.00829,2,0.182,0.383,0.0157,24,0.919,0.971,0.893,34.4,33.4,66.8,648000
0.60,444.51,0.6,44.4,7.8,6.56,5,76.9,141,0.32,303.9,0.68,303.9,0,0,0,0,-5,5,44.4,7.8,6.56,0,81.9,363,990,965.6,24.4,0.164,0.0308,0.00126,0.194,0.00796,2,0.166,0.36,0.0148,24,0.917,0.971,0.89,32.9,31.9,63.8,375000
0.61,438.42,0.61,43.4,7.59,6.36,4.7,73,135,0.31,303.3,0.69,303.3,0,0,0,0,-4.7,4.7,43.4,7.59,6.36,0,77.7,361,990,965.6,24.4,0.163,0.0307,0.00126,0.193,0.00792,2,0.165,0.359,0.0147,24.1,0.917,0.971,0.89,32.8,31.9,63.7,512000
0.62,428.63,0.62,43.4,7.51,6.25,4.67,73.2,135,0.31,293.7,0.69,293.7,0,0,0,0,-4.67,4.67,43.4,7.51,6.25,0,77.8,351,990,965.5,24.5,0.159,0.0287,0.00117,0.188,0.00769,2,0.155,0.343,0.014,24.1,0.914,0.97,0.887,31.8,30.8,61.7,452000
0.63,420.33,0.63,43.2,7.47,6.15,4.49,71.6,133,0.32,287.5,0.68,287.5,0,0,0,0,-4.49,4.49,43.2,7.47,6.15,0,76.1,344,990,965.5,24.5,0.157,0.0275,0.00112,0.185,0.00753,2,0.148,0.333,0.0136,24.2,0.913,0.97,0.886,31.1,30.2,60.4,661000
0.64,413.17,0.64,42.7,7.32,5.99,4.47,71,131,0.32,281.7,0.68,281.7,0,0,0,0,-4.47,4.47,42.7,7.32,5.99,0,75.5,338,990,965.5,24.5,0.155,0.0263,0.00107,0.181,0.00738,2,0.143,0.324,0.0132,24.2,0.911,0.97,0.884,30.5,29.6,59.2,283000
0.65,403.09,0.65,43,7.31,5.97,4.31,70.4,131,0.32,272.2,0.68,272.2,0,0,0,0,-4.31,4.31,43,7.31,5.97,0,74.7,328,990,965.4,24.6,0.151,0.0244,0.000994,0.176,0.00715,2,0.164,0.34,0.0138,24.2,0.915,0.971,0.889,32.6,31.7,57.5,748000
0.66,391.96,0.66,42.5,7.15,5.74,4.19,69.9,130,0.33,262.4,0.67,262.4,0,0,0,0,-4.19,4.19,42.5,7.15,5.74,0,74.1,318,990,965.4,24.6,0.148,0.0225,0.000912,0.17,0.00691,2,0.159,0.33,0.0134,24.3,0.914,0.972,0.888,32.1,31.2,55.5,199000
0.67,387.52,0.67,41.8,7.05,5.66,4.05,66.9,125,0.32,262.1,0.68,262.1,0,0,0,0,-4.05,4.05,41.8,7.05,5.66,0,70.9,317,990,965.3,24.7,0.147,0.0224,0.000909,0.17,0.00688,2,0.148,0.318,0.0129,24.3,0.912,0.971,0.886,31,30.2,55.4,441000
0.68,379.25,0.68,42.7,7.14,5.78,3.96,68,128,0.34,251.6,0.66,251.6,0,0,0,0,-3.96,3.96,42.7,7.14,5.78,0,72,307,990,965.3,24.7,0.144,0.0204,0.000824,0.164,0.00665,2,0.131,0.296,0.012,24.4,0.908,0.971,0.881,29.2,28.4,53.1,502000
0.69,371.04,0.69,42.7,7.19,5.75,4.08,69,129,0.35,242.3,0.65,242.3,0,0,0,0,-4.08,4.08,42.7,7.19,5.75,0,73.1,298,990,965.3,24.7,0.141,0.0186,0.000751,0.159,0.00644,2,0.17,0.329,0.0133,24.4,0.914,0.973,0.89,33,32.2,51.6,405000
0.70,361.87,0.7,41.9,7.09,5.56,3.94,66,124,0.34,237.4,0.66,237.4,0,0,0,0,-3.94,3.94,41.9,7.09,5.56,0,69.9,292,990,965.2,24.8,0.139,0.0176,0.00071,0.156,0.0063,2,0.158,0.314,0.0127,24.5,0.912,0.972,0.887,31.9,31,50.5,376000
0.71,350.63,0.71,41.9,6.92,5.48,3.84,65.7,124,0.35,226.8,0.65,226.8,0,0,0,0,-3.84,3.84,41.9,6.92,5.48,0,69.6,281,990,965.2,24.8,0.135,0.0155,0.000625,0.15,0.00605,2,0.197,0.347,0.014,24.5,0.919,0.974,0.895,35.8,34.9,48.7,490000
0.72,342.19,0.72,41.7,6.9,5.32,3.79,65.4,123,0.36,219.1,0.64,219.1,0,0,0,0,-3.79,3.79,41.7,6.9,5.32,0,69.2,273,990,965.1,24.9,0.132,0.0142,0.00057,0.146,0.00587,2,0.172,0.318,0.0128,24.6,0.914,0.974,0.89,33.4,32.6,46.9,418000
0.73,336.74,0.73,41.4,6.75,5.2,3.66,63.7,121,0.36,216,0.64,216,0,0,0,0,-3.66,3.66,41.4,6.75,5.2,0,67.3,269,990,965.1,24.9,0.131,0.0136,0.000545,0.144,0.00579,2,0.183,0.328,0.0132,24.6,0.916,0.974,0.892,34.5,33.7,46.4,326000
0.74,330.55,0.74,40.8,6.58,4.96,3.56,61.9,118,0.36,212.7,0.64,212.7,0,0,0,0,-3.56,3.56,40.8,6.58,4.96,0,65.5,265,990,965.1,24.9,0.129,0.013,0.000522,0.142,0.0057,2,0.198,0.34,0.0136,24.6,0.918,0.975,0.895,36,35.1,45.9,339000
0.75,324.6,0.75,40.8,6.63,4.98,3.52,61.8,118,0.36,206.8,0.64,206.8,0,0,0,0,-3.52,3.52,40.8,6.63,4.98,0,65.3,259,990,965,25,0.127,0.012,0.000482,0.139,0.00557,2,0.232,0.371,0.0148,24.6,0.925,0.976,0.903,39.6,38.7,45,483000
0.76,318.29,0.76,40.4,6.54,4.9,3.45,60,115,0.36,203,0.64,203,0,0,0,0,-3.45,3.45,40.4,6.54,4.9,0,63.5,255,990,965,25,0.125,0.0113,0.000452,0.137,0.00547,2,0.251,0.388,0.0155,24.6,0.929,0.977,0.907,41.7,40.8,44.5,241000
0.77,310.69,0.77,40.5,6.49,4.77,3.47,61.1,116,0.37,194.4,0.63,194.4,0,0,0,0,-3.47,3.47,40.5,6.49,4.77,0,64.6,246,990,965,25,0.122,0.00999,0.000399,0.132,0.00529,2,0.235,0.367,0.0147,24.7,0.927,0.977,0.905,40.4,39.5,42.6,392000
0.78,303.93,0.78,39.8,6.31,4.59,3.27,58.9,113,0.37,191,0.63,191,0,0,0,0,-3.27,3.27,39.8,6.31,4.59,0,62.2,242,990,964.9,25.1,0.121,0.00957,0.000382,0.13,0.0052,2,0.232,0.362,0.0144,24.7,0.927,0.977,0.905,40.2,39.3,41.9,381000
0.79,296.85,0.79,39.5,6.21,4.49,3.22,57.8,111,0.37,185.7,0.63,185.7,0,0,0,0,-3.22,3.22,39.5,6.21,4.49,0,61,236,990,964.9,25.1,0.119,0.00893,0.000356,0.128,0.00508,2,0.215,0.343,0.0136,24.8,0.925,0.976,0.902,38.8,37.9,40.7,291000
0.80,289.37,0.8,39.4,6.23,4.39,3.19,57.6,111,0.38,178.6,0.62,178.6,0,0,0,0,-3.19,3.19,39.4,6.23,4.39,0,60.8,229,990,964.9,25.1,0.116,0.00802,0.000319,0.124,0.00494,2,0.22,0.345,0.0137,24.8,0.926,0.976,0.904,39.6,38.6,39.3,410000
0.81,283.63,0.81,38.5,6.03,4.19,3,54.3,106,0.37,177.6,0.63,177.6,0,0,0,0,-3,3,38.5,6.03,4.19,0,57.2,226,990,964.8,25.2,0.115,0.00795,0.000316,0.123,0.0049,2,0.208,0.331,0.0132,24.8,0.924,0.974,0.9,38.3,37.3,38.9,244000
