date,waterYear,waterMonth,waterWeek,flowMean,eFlowMean,eFlowProportionMean,canalFlowMean,headPondLevelMean,tailwaterLevelMean,grossHeadMean,totalHeadlossMean,netHeadMean,unitEfficiencyMean,generatorEfficiencyMean,totalEfficiencyMean,unitPowerMean,generatorPowerMean,plantPowerMean,energy
1925-02-02,1924,5,18,1154,162,0.141,992,990,968.4,21.6,1.35,20.27,0.955,0.98,0.936,47.08,46.13,184.5,31001.9
1925-02-09,1924,5,19,1149,162,0.141,986.9,990,968.4,21.6,1.32,20.31,0.955,0.98,0.936,46.95,46.01,184,30919.9
1925-02-16,1924,5,20,1162,162,0.14,999.6,990,968.4,21.6,1.37,20.22,0.955,0.98,0.936,47.33,46.38,185.5,31166.6
1925-02-23,1924,5,21,1352,165,0.123,1088,990,969,21,1.74,19.25,0.953,0.98,0.934,48.94,47.9,191.6,32191
1925-03-02,1924,6,22,1394,183,0.131,1100,990,969.1,20.9,1.79,19.07,0.953,0.98,0.934,48.99,48.01,192,32261.2
1925-03-09,1924,6,23,1432,183,0.128,1100,990,969.3,20.7,1.81,18.93,0.952,0.98,0.933,48.62,47.65,190.6,32018
1925-03-16,1924,6,24,1676,183,0.11,1100,990,970.1,19.9,1.86,18.09,0.951,0.98,0.932,46.4,45.47,181.9,30554.2
1925-03-23,1924,6,25,2842,183,0.0661,1100,990,973.1,16.9,1.87,15.01,0.94,0.973,0.915,38.06,37.05,148.2,24896.6
1925-03-30,1924,6,26,3403,207.3,0.061,1100,990,974.4,15.6,1.87,13.71,0.933,0.97,0.905,34.51,33.48,133.9,22496.6
1925-04-06,1924,7,27,3139,217,0.0692,1100,990,973.8,16.2,1.87,14.28,0.937,0.97,0.909,36.08,35,140,23521.1
1925-04-13,1924,7,28,3068,217,0.0708,1100,990,973.7,16.3,1.87,14.46,0.938,0.97,0.91,36.56,35.46,141.8,23829.9
1925-04-20,1924,7,29,3222,217,0.0674,1100,990,974,16,1.87,14.1,0.936,0.97,0.908,35.56,34.5,138,23182.7
1925-04-27,1924,7,30,3100,261.6,0.0858,1100,990,973.7,16.3,1.87,14.39,0.937,0.971,0.91,36.37,35.3,141.2,23724
1925-05-04,1924,8,31,2657,321,0.121,1100,990,972.7,17.3,1.87,15.44,0.943,0.974,0.919,39.26,38.25,153,25707.3
1925-05-11,1924,8,32,2260,276,0.122,1100,990,971.7,18.3,1.87,16.4,0.946,0.98,0.927,41.85,40.99,164,27544
1925-05-18,1924,8,33,1964,276,0.141,1100,990,971,19,1.87,17.16,0.949,0.98,0.93,43.89,43.01,172.1,28904.6
1925-05-25,1924,8,34,1686,276,0.164,1100,990,970.1,19.9,1.87,18.05,0.951,0.98,0.932,46.3,45.37,181.5,30490
1925-06-01,1924,9,35,1471,210,0.143,1100,990,969.4,20.6,1.83,18.78,0.952,0.98,0.933,48.23,47.27,189.1,31763.1
1925-06-08,1924,9,36,1250,210,0.169,1031,990,968.7,21.3,1.51,19.81,0.954,0.98,0.935,47.72,46.66,186.6,31356.1
1925-06-15,1924,9,37,1105,210,0.19,894.7,990,968.2,21.8,1.16,20.61,0.955,0.98,0.935,43.15,42.28,169.1,28415.4
1925-06-22,1924,9,38,979.8,210,0.215,769.8,990,967.8,22.2,0.989,21.2,0.955,0.979,0.935,45.18,44.03,148.9,25021.9
1925-06-29,1924,9,39,785.2,192.9,0.246,592.3,990,967,23,0.709,22.25,0.953,0.976,0.93,41.02,40.06,120.2,20190.9
1925-07-06,1924,10,40,603.5,186,0.309,417.5,990,966.3,23.7,0.53,23.16,0.955,0.979,0.935,45.24,43.91,87.82,14753.5
1925-07-13,1924,10,41,487.2,186,0.383,301.2,990,965.8,24.2,0.353,23.85,0.94,0.97,0.913,33.12,32.14,64.28,10799.8
1925-07-20,1924,10,42,413,186,0.451,227,990,965.5,24.5,0.334,24.21,0.944,0.976,0.921,39.38,38.12,49.23,8270.98
1925-07-27,1924,10,43,358.3,165.7,0.46,192.6,990,965.2,24.8,0.341,24.47,0.952,0.978,0.93,44.01,42.32,42.32,7110.36
1925-08-03,1924,11,44,318.6,115,0.362,203.6,990,965,25,0.356,24.65,0.955,0.98,0.936,46.99,45.71,45.71,7678.95
1925-08-10,1924,11,45,282.7,115,0.407,167.7,990,964.8,25.2,0.292,24.88,0.945,0.974,0.92,38.66,37.64,37.64,6323.9
1925-08-17,1924,11,46,259.2,115,0.445,144.2,990,964.7,25.3,0.25,25.02,0.936,0.971,0.909,33.14,32.18,32.18,5406.11
1925-08-24,1924,11,47,235.1,115,0.489,120.1,990,964.6,25.4,0.207,25.18,0.925,0.97,0.898,27.45,26.63,26.63,4473.59
1925-08-31,1924,11,48,224,78.14,0.348,145.9,990,964.5,25.5,0.249,25.21,0.937,0.97,0.908,33.79,32.78,32.78,5506.6
1925-09-07,1924,12,49,202.2,72,0.356,130.2,990,964.4,25.6,0.221,25.37,0.931,0.97,0.903,30.14,29.24,29.24,4911.7
1925-09-14,1924,12,50,200.3,72,0.36,128.3,990,964.4,25.6,0.217,25.38,0.93,0.97,0.902,29.69,28.8,28.8,4838.64
1925-09-21,1924,12,51,192.8,72,0.374,120.8,990,964.4,25.6,0.204,25.38,0.925,0.97,0.898,27.82,26.99,26.99,4533.77
1925-09-28,1924,12,52,188.4,60.57,0.322,127.8,990,964.4,25.6,0.214,25.36,0.928,0.97,0.901,29.52,28.64,28.64,4811.37
1925-10-05,1925,1,1,175.1,52,0.297,123.1,990,964.4,25.6,0.204,25.35,0.927,0.97,0.899,28.36,27.51,27.51,4621.25
1925-10-12,1925,1,2,168.1,52,0.31,116.1,990,964.5,25.5,0.192,25.34,0.922,0.97,0.895,26.61,25.81,25.81,4335.89
1925-10-19,1925,1,3,169.3,52,0.307,117.3,990,964.5,25.5,0.194,25.34,0.923,0.97,0.895,26.92,26.11,26.11,4386.92
1925-10-26,1925,1,4,162.2,51.71,0.319,110.5,990,964.5,25.5,0.182,25.34,0.918,0.97,0.891,25.22,24.47,24.47,4110.32
1925-11-02,1925,2,5,167,50,0.3,117,990,964.5,25.5,0.193,25.34,0.923,0.97,0.895,26.82,26.02,26.02,4371.37
1925-11-09,1925,2,6,181.7,50,0.275,131.7,990,964.4,25.6,0.219,25.34,0.931,0.97,0.903,30.48,29.56,29.56,4966.28
1925-11-16,1925,2,7,196.2,50,0.255,146.2,990,964.4,25.6,0.245,25.35,0.937,0.97,0.909,34.05,33.02,33.02,5548.11
1925-11-23,1925,2,8,249.7,50,0.202,199.7,990,964.7,25.3,0.318,25,0.948,0.977,0.926,42.55,41.58,45.3,7609.57
1925-11-30,1925,2,9,270.2,73.14,0.271,197.1,990,964.8,25.2,0.339,24.88,0.953,0.98,0.934,45.85,44.73,44.73,7515.22
1925-12-07,1925,3,10,301.6,77,0.256,224.6,990,964.9,25.1,0.299,24.79,0.938,0.974,0.914,36.22,34.9,49.42,8302.18
1925-12-14,1925,3,11,331.3,77,0.233,254.3,990,965.1,24.9,0.273,24.67,0.93,0.97,0.902,28.61,27.75,55.5,9324.2
1925-12-21,1925,3,12,370.5,77,0.208,293.5,990,965.3,24.7,0.331,24.42,0.939,0.97,0.91,32.98,31.99,63.99,10749.9
1925-12-28,1925,3,13,423,83,0.196,340,990,965.5,24.5,0.401,24.1,0.947,0.972,0.92,38.03,36.96,73.92,12418.5
1926-01-04,1925,4,14,447,91,0.204,356,990,965.6,24.4,0.426,23.96,0.949,0.975,0.926,39.7,38.72,77.45,13011.1
1926-01-11,1925,4,15,477.9,91,0.191,386.9,990,965.8,24.2,0.473,23.78,0.953,0.98,0.934,43,42.14,84.28,14159.5
1926-01-18,1925,4,16,522.1,91,0.175,431.1,990,965.9,24.1,0.539,23.51,0.957,0.98,0.937,47.53,46.19,92.37,15518.6
1926-01-25,1925,4,17,562.1,91,0.162,471.1,990,966.1,23.9,0.585,23.29,0.955,0.979,0.935,48.85,46.21,97.33,16350.6
1926-02-01,1925,5,18,594.8,105,0.177,489.8,990,966.3,23.7,0.587,23.14,0.952,0.976,0.929,45.14,42.61,100.3,16846.3
1926-02-08,1925,5,19,685.9,105,0.153,580.9,990,966.6,23.4,0.676,22.68,0.953,0.978,0.932,41.03,40.12,120.4,20220.2
1926-02-15,1925,5,20,738.8,105,0.142,633.8,990,966.9,23.1,0.766,22.38,0.955,0.98,0.936,44.28,43.4,130.2,21873.1
1926-02-22,1925,5,21,912.5,105,0.115,807.5,990,967.5,22.5,1.01,21.44,0.955,0.979,0.935,44.14,42.78,157.4,26436.9
1926-03-01,1925,6,22,1200,129,0.109,1026,990,968.5,21.5,1.51,19.96,0.954,0.98,0.935,47.8,46.61,186.5,31324.6
1926-03-08,1925,6,23,1708,159.9,0.0931,1100,990,970.2,19.8,1.86,17.98,0.951,0.98,0.932,46.11,45.19,180.8,30366.3
1926-03-15,1925,6,24,2541,183,0.0749,1100,990,972.4,17.6,1.87,15.74,0.943,0.976,0.921,40.05,39.12,156.5,26287.9
1926-03-22,1925,6,25,4289,183,0.0428,1100,990,976.2,13.8,1.87,11.92,0.919,0.97,0.891,29.56,28.67,114.7,19266.6
1926-03-29,1925,6,26,4369,247,0.0567,1100,990,976.4,13.6,1.87,11.77,0.918,0.97,0.89,29.13,28.26,113,18989.8
1926-04-05,1925,7,27,4316,295,0.0684,1100,990,976.3,13.7,1.87,11.87,0.919,0.97,0.891,29.4,28.52,114.1,19166.4
1926-04-12,1925,7,28,3952,295,0.0747,1100,990,975.6,14.4,1.87,12.55,0.925,0.97,0.897,31.31,30.37,121.5,20410.3
1926-04-19,1925,7,29,3670,295,0.0804,1100,990,975,15,1.87,13.15,0.93,0.97,0.902,32.96,31.97,127.9,21487.2
1926-04-26,1925,7,30,3551,302.4,0.0853,1100,990,974.7,15.3,1.87,13.4,0.931,0.97,0.903,33.65,32.64,130.6,21936.1
1926-05-03,1925,8,31,3152,321,0.102,1100,990,973.9,16.1,1.87,14.27,0.937,0.97,0.909,36.04,34.96,139.8,23493.7
1926-05-10,1925,8,32,2616,321,0.123,1100,990,972.6,17.4,1.87,15.54,0.943,0.975,0.92,39.53,38.54,154.2,25900.1
1926-05-17,1925,8,33,2224,301.7,0.136,1100,990,971.6,18.4,1.87,16.48,0.946,0.98,0.927,42.08,41.22,164.9,27702.6
1926-05-24,1925,8,34,1889,276,0.146,1100,990,970.7,19.3,1.87,17.39,0.949,0.98,0.93,44.52,43.63,174.5,29320.5
1926-05-31,1925,8,35,1579,219.4,0.139,1100,990,969.7,20.3,1.86,18.4,0.952,0.98,0.933,47.24,46.3,185.2,31112.5
1926-06-07,1925,9,36,1308,210,0.161,1068,990,968.9,21.1,1.65,19.48,0.954,0.98,0.935,48.61,47.51,190,31927.6
1926-06-14,1925,9,37,1126,210,0.187,915.7,990,968.3,21.7,1.2,20.51,0.955,0.98,0.936,43.95,43.07,172.3,28941.7
1926-06-21,1925,9,38,987.7,210,0.213,777.7,990,967.8,22.2,1,21.16,0.955,0.979,0.935,45.53,44.26,149.9,25175.6
1926-06-28,1925,9,39,788.6,196.3,0.249,592.3,990,967.1,22.9,0.71,22.24,0.953,0.977,0.931,40.99,40.04,120.1,20181.5
1926-07-05,1925,10,40,637.8,186,0.293,451.8,990,966.5,23.5,0.553,23,0.953,0.977,0.932,43.48,42.29,94.37,15854.4
1926-07-12,1925,10,41,534.8,186,0.349,348.8,990,966,24,0.425,23.57,0.948,0.974,0.923,38.21,37.22,74.44,12505.2
1926-07-19,1925,10,42,467.6,186,0.398,281.6,990,965.7,24.3,0.324,23.97,0.937,0.97,0.909,31.01,30.08,60.16,10107
1926-07-26,1925,10,43,426.4,181.6,0.426,244.8,990,965.5,24.5,0.293,24.19,0.933,0.971,0.906,30.77,29.58,52.27,8781.92
1926-08-02,1925,11,44,385.5,155,0.402,230.5,990,965.3,24.7,0.338,24.33,0.944,0.976,0.922,40.56,38.57,49.59,8331.39
1926-08-09,1925,11,45,344.2,155,0.451,189.2,990,965.1,24.9,0.334,24.55,0.952,0.98,0.932,43.34,42.47,42.47,7134.83
1926-08-16,1925,11,46,321.9,155,0.482,166.9,990,965,25,0.294,24.7,0.945,0.973,0.919,38.19,37.14,37.14,6239.99
1926-08-23,1925,11,47,294.4,155,0.527,139.4,990,964.9,25.1,0.245,24.88,0.935,0.97,0.907,31.8,30.84,30.84,5181.79
1926-08-30,1925,11,48,268.3,109.3,0.406,159,990,964.8,25.2,0.275,24.95,0.941,0.975,0.917,36.66,35.77,35.77,6010.17
1926-09-06,1925,12,49,248.2,91,0.367,157.2,990,964.7,25.3,0.27,25.05,0.941,0.971,0.914,36.33,35.27,35.27,5926.08
1926-09-13,1925,12,50,230.4,91,0.395,139.4,990,964.6,25.4,0.239,25.18,0.935,0.97,0.906,32.18,31.21,31.21,5243.52
1926-09-20,1925,12,51,220,91,0.414,129,990,964.5,25.5,0.22,25.26,0.93,0.97,0.902,29.71,28.82,28.82,4842.14
1926-09-27,1925,12,52,202.7,83.29,0.411,119.4,990,964.4,25.6,0.202,25.38,0.662,0.693,0.642,20.28,19.67,19.67,3305.17
1926-10-04,1926,1,1,198.1,73,0.369,125.1,990,964.4,25.6,0.211,25.39,0.928,0.97,0.9,28.92,28.05,28.05,4712.84
1926-10-11,1926,1,2,200.3,73,0.365,127.3,990,964.4,25.6,0.215,25.38,0.929,0.97,0.901,29.44,28.56,28.56,4798.34
1926-10-18,1926,1,3,198.6,86.71,0.437,111.8,990,964.4,25.6,0.189,25.41,0.398,0.416,0.386,12.65,12.27,12.27,2061
1926-10-25,1926,1,4,197.8,97,0.49,100.8,990,964.4,25.6,0.17,25.42,0,0,0,0,0,0,0
1926-11-01,1926,2,5,203.4,93,0.457,110.4,990,964.4,25.6,0.187,25.39,0.395,0.416,0.383,11.33,10.99,10.99,1846.74
1926-11-08,1926,2,6,201.5,78.14,0.388,123.3,990,964.4,25.6,0.208,25.38,0.533,0.554,0.517,17.84,17.31,17.31,2908.02
1926-11-15,1926,2,7,203.6,67,0.329,136.6,990,964.4,25.6,0.23,25.35,0.933,0.97,0.905,31.7,30.74,30.74,5165.09
1926-11-22,1926,2,8,245.1,67,0.276,178.1,990,964.7,25.3,0.305,25.04,0.947,0.977,0.926,41.44,40.51,40.51,6805.83
1926-11-29,1926,2,9,314,93.43,0.296,220.6,990,965,25,0.337,24.69,0.948,0.977,0.927,42.86,41.23,48.74,8188.37
1926-12-06,1926,3,10,369.6,104,0.282,265.6,990,965.2,24.8,0.292,24.46,0.933,0.97,0.905,29.72,28.83,57.65,9685.66
1926-12-13,1926,3,11,415,104,0.251,311,990,965.5,24.5,0.36,24.17,0.942,0.97,0.914,34.73,33.69,67.37,11318.4
1926-12-20,1926,3,12,458,104,0.227,354,990,965.7,24.3,0.425,23.91,0.949,0.974,0.925,39.38,38.38,76.77,12896.9
1926-12-27,1926,3,13,573.6,114,0.199,459.6,990,966.2,23.8,0.555,23.26,0.954,0.977,0.932,44.89,43.51,96.91,16281.4
1927-01-03,1926,4,14,562.8,139,0.247,423.8,990,966.1,23.9,0.534,23.33,0.956,0.98,0.937,46.38,45.45,90.91,15272.5
1927-01-10,1926,4,15,570.3,122.7,0.215,447.6,990,966.2,23.8,0.567,23.27,0.958,0.98,0.939,48.91,47.72,95.45,16035.1
1927-01-17,1926,4,16,644.7,120,0.188,524.7,990,966.5,23.5,0.632,22.89,0.954,0.978,0.933,44.73,42.85,107.9,18127.5
1927-01-24,1926,4,17,788.2,120,0.153,668.2,990,967.1,22.9,0.826,22.12,0.956,0.98,0.937,46.17,45.1,135.3,22731.8
1927-01-31,1926,4,18,992,156,0.157,836,990,967.9,22.1,1.07,21.08,0.955,0.979,0.935,44.95,43.21,159.1,26725.3
1927-02-07,1926,5,19,1111,162,0.146,948.9,990,968.2,21.8,1.25,20.51,0.955,0.98,0.936,45.57,44.66,178.6,30009.4
1927-02-14,1926,5,20,1258,162,0.129,1070,990,968.7,21.3,1.63,19.65,0.954,0.98,0.935,49.19,47.91,191.6,32194.3
1927-02-21,1926,5,21,1441,162,0.112,1100,990,969.3,20.7,1.82,18.89,0.952,0.98,0.933,48.52,47.55,190.2,31952.5
1927-02-28,1926,5,22,1502,180,0.12,1100,990,969.5,20.5,1.84,18.67,0.952,0.98,0.933,47.93,46.98,187.9,31567.8
1927-03-07,1926,6,23,1563,183,0.117,1100,990,969.7,20.3,1.85,18.46,0.952,0.98,0.933,47.39,46.44,185.8,31207.2
1927-03-14,1926,6,24,1687,183,0.108,1100,990,970.1,19.9,1.86,18.05,0.951,0.98,0.932,46.3,45.37,181.5,30488.8
1927-03-21,1926,6,25,1977,183,0.093,1100,990,971,19,1.87,17.13,0.948,0.98,0.93,43.83,42.95,171.8,28864.5
1927-03-28,1926,6,26,2654,197.6,0.0747,1100,990,972.7,17.3,1.87,15.45,0.942,0.975,0.919,39.27,38.28,153.1,25726
1927-04-04,1926,7,27,3230,217,0.0672,1100,990,974,16,1.87,14.08,0.935,0.97,0.907,35.52,34.46,137.8,23153.9
1927-04-11,1926,7,28,2988,217,0.0727,1100,990,973.5,16.5,1.87,14.64,0.939,0.97,0.911,37.07,35.98,143.9,24177.6
1927-04-18,1926,7,29,2649,217,0.082,1100,990,972.7,17.3,1.87,15.46,0.943,0.975,0.919,39.31,38.31,153.2,25742.6
1927-04-25,1926,7,30,2407,225.4,0.0938,1100,990,972.1,17.9,1.87,16.04,0.945,0.978,0.924,40.9,39.99,160,26875.8
1927-05-02,1926,8,31,2378,276,0.116,1100,990,972,18,1.87,16.11,0.945,0.978,0.925,41.08,40.2,160.8,27011.1
1927-05-09,1926,8,32,2394,276,0.115,1100,990,972.1,17.9,1.87,16.07,0.945,0.978,0.925,40.98,40.08,160.3,26933.8
1927-05-16,1926,8,33,2320,288.9,0.125,1100,990,971.9,18.1,1.87,16.25,0.946,0.979,0.926,41.45,40.59,162.4,27276
1927-05-23,1926,8,34,2149,321,0.15,1100,990,971.5,18.5,1.87,16.67,0.947,0.98,0.928,42.57,41.71,166.9,28031.9
1927-05-30,1926,8,35,1822,275.3,0.151,1100,990,970.5,19.5,1.87,17.6,0.95,0.98,0.931,45.09,44.19,176.8,29695.4
1927-06-06,1926,9,36,1486,243.6,0.164,1100,990,969.4,20.6,1.82,18.74,0.952,0.98,0.933,48.12,47.13,188.5,31670.5
1927-06-13,1926,9,37,1177,210,0.179,967,990,968.5,21.5,1.33,20.21,0.955,0.98,0.936,45.69,44.69,178.8,30034.2
1927-06-20,1926,9,38,995,210,0.212,785,990,967.9,22.1,1,21.14,0.955,0.979,0.935,43.95,42.84,151.3,25426
1927-06-27,1926,9,39,761.1,199.7,0.263,561.4,990,966.9,23.1,0.659,22.4,0.951,0.974,0.926,39.06,38.06,114.2,19181.5
1927-07-04,1926,10,40,597.5,186,0.313,411.5,990,966.3,23.7,0.52,23.2,0.954,0.979,0.934,44.65,43.49,86.99,14613.8
1927-07-11,1926,10,41,507.3,186,0.368,321.3,990,965.9,24.1,0.383,23.73,0.944,0.971,0.916,35.29,34.26,68.52,11511.2
1927-07-18,1926,10,42,447.5,186,0.416,261.5,990,965.6,24.4,0.294,24.09,0.932,0.97,0.904,28.81,27.94,55.89,9388.93
1927-07-25,1926,10,43,406.2,186,0.458,220.2,990,965.4,24.6,0.369,24.2,0.952,0.979,0.932,46.09,44.14,47.71,8015.57
1927-08-01,1926,11,44,365.3,155,0.425,210.3,990,965.2,24.8,0.371,24.4,0.956,0.98,0.937,48.12,46.5,46.5,7812.4
1927-08-08,1926,11,45,324.1,132.1,0.406,192,990,965,25,0.336,24.64,0.952,0.979,0.933,44.18,43.28,43.28,7270.43
1927-08-15,1926,11,46,300.1,115,0.383,185.1,990,964.9,25.1,0.323,24.77,0.95,0.979,0.93,42.74,41.85,41.85,7030.86
1927-08-22,1926,11,47,277.4,115,0.415,162.4,990,964.8,25.2,0.282,24.91,0.943,0.972,0.916,37.41,36.35,36.35,6107.62
1927-08-29,1926,11,48,257.7,101.3,0.392,156.4,990,964.7,25.3,0.27,25,0.941,0.971,0.914,36.09,35.04,35.04,5886.54
1927-09-05,1926,12,49,234.1,91,0.389,143.1,990,964.6,25.4,0.245,25.15,0.936,0.97,0.908,33.03,32.04,32.04,5382.03
1927-09-12,1926,12,50,215.1,91,0.423,124.1,990,964.5,25.5,0.211,25.3,0.927,0.97,0.899,28.54,27.69,27.69,4651.47
1927-09-19,1926,12,51,201.5,77.43,0.384,124.1,990,964.4,25.6,0.21,25.38,0.927,0.97,0.899,28.64,27.78,27.78,4667.34
1927-09-26,1926,12,52,192.8,72.29,0.375,120.6,990,964.4,25.6,0.203,25.38,0.925,0.97,0.897,27.77,26.93,26.93,4525.04
1927-10-03,1927,1,1,184,73,0.397,111,990,964.4,25.6,0.186,25.38,0.918,0.97,0.891,25.39,24.62,24.62,4136.8
1927-10-10,1927,1,2,188.2,73,0.388,115.2,990,964.4,25.6,0.193,25.38,0.921,0.97,0.894,26.43,25.64,25.64,4306.97
1927-10-17,1927,1,3,186.7,73,0.391,113.7,990,964.4,25.6,0.19,25.38,0.92,0.97,0.893,26.05,25.27,25.27,4244.75
1927-10-24,1927,1,4,189.5,73,0.386,116.5,990,964.4,25.6,0.195,25.38,0.922,0.97,0.895,26.75,25.95,25.95,4359.26
1927-10-31,1927,1,5,208.6,67.86,0.326,140.8,990,964.5,25.5,0.238,25.3,0.935,0.97,0.907,32.66,31.68,31.68,5322.18
1927-11-07,1927,2,6,246.7,78.14,0.316,168.6,990,964.7,25.3,0.289,25.03,0.945,0.974,0.921,39.11,38.12,38.12,6403.73
1927-11-14,1927,2,7,249,93,0.374,156,990,964.7,25.3,0.268,25.04,0.941,0.97,0.913,36.05,34.98,34.98,5877.38
1927-11-21,1927,2,8,260.2,93,0.357,167.2,990,964.7,25.3,0.288,24.97,0.944,0.973,0.919,38.68,37.66,37.66,6326.65
1927-11-28,1927,2,9,276.1,83.86,0.305,192.3,990,964.8,25.2,0.332,24.86,0.952,0.979,0.932,44.63,43.71,43.71,7343.38
1927-12-05,1927,3,10,276.1,77,0.279,199.1,990,964.8,25.2,0.344,24.85,0.954,0.98,0.935,46.3,45.38,45.38,7623.51
1927-12-12,1927,3,11,354.6,77,0.22,277.6,990,965.2,24.8,0.331,24.5,0.94,0.971,0.913,34.91,33.74,60.59,10179.5
1927-12-19,1927,3,12,419.3,96.29,0.229,323,990,965.5,24.5,0.377,24.14,0.944,0.97,0.916,36.1,35.03,70.05,11768.4
1927-12-26,1927,3,13,458.6,106.3,0.232,352.3,990,965.7,24.3,0.422,23.91,0.949,0.974,0.924,39.19,38.19,76.38,12831
1928-01-02,1927,4,14,528.4,120,0.228,408.4,990,966,24,0.508,23.51,0.955,0.979,0.935,44.93,43.76,87.52,14703
1928-01-09,1927,4,15,583.4,120,0.206,463.4,990,966.2,23.8,0.592,23.18,0.957,0.98,0.938,50.42,48.2,96.4,16195.2
1928-01-16,1927,4,16,625.1,120,0.192,505.1,990,966.4,23.6,0.567,23.03,0.948,0.972,0.922,38.54,37.06,104.3,17521.1
1928-01-23,1927,4,17,676.8,120,0.177,556.8,990,966.6,23.4,0.638,22.75,0.951,0.975,0.927,39.4,38.4,115.2,19354.6
1928-01-30,1927,4,18,721.3,132.1,0.183,589.2,990,966.8,23.2,0.694,22.52,0.954,0.979,0.933,41.36,40.48,121.5,20404.2
1928-02-06,1927,5,19,751,127.9,0.17,623.1,990,966.9,23.1,0.751,22.35,0.955,0.98,0.936,43.47,42.6,127.8,21471.8
1928-02-13,1927,5,20,809.5,105,0.13,704.5,990,967.1,22.9,0.885,21.98,0.957,0.98,0.938,48.43,47.28,141.9,23830.9
1928-02-20,1927,5,21,911.3,105,0.116,806.3,990,967.5,22.5,1,21.45,0.955,0.979,0.934,44.13,42.61,156.7,26317.3
1928-02-27,1927,5,22,1095,149.6,0.135,945.8,990,968.2,21.8,1.24,20.56,0.955,0.98,0.936,45.53,44.62,178.5,29985.1
1928-03-05,1927,6,23,1493,183,0.124,1098,990,969.5,20.5,1.81,18.73,0.952,0.98,0.933,48.02,46.92,187.7,31529.6
1928-03-12,1927,6,24,1977,183,0.0928,1100,990,971,19,1.87,17.12,0.948,0.98,0.929,43.8,42.92,171.7,28843.9
1928-03-19,1927,6,25,2161,183,0.0847,1100,990,971.5,18.5,1.87,16.64,0.947,0.98,0.928,42.49,41.64,166.6,27981.4
1928-03-26,1927,6,26,2202,187.9,0.0853,1100,990,971.6,18.4,1.87,16.54,0.947,0.98,0.928,42.22,41.38,165.5,27807.2
1928-04-02,1927,7,27,2209,217,0.0983,1100,990,971.6,18.4,1.87,16.52,0.947,0.98,0.928,42.18,41.33,165.3,27775.6
1928-04-09,1927,7,28,2171,167.7,0.0772,1100,990,971.5,18.5,1.87,16.61,0.947,0.98,0.928,42.42,41.57,166.3,27937.6
