exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.10,2832.7,0.1,58.9,12.4,13.9,17.6,155,258,0.091,2575,0.91,1100,1480,41.1,5.56,11.1,26.7,1390,100,18,25,44.2,1550,1240,990.5,973.1,17.4,0.926,0.648,0.0373,1.57,0.0905,4,0.3,1.87,0.108,15.5,0.943,0.975,0.919,39.5,38.5,154,1300000
0.11,2698.1,0.11,57.6,12.2,13.5,17,150,250,0.093,2448,0.91,1100,1350,42.4,5.76,11.5,23.4,1260,100,18,25,40.4,1410,1240,990.5,972.8,17.7,0.926,0.648,0.0366,1.57,0.0889,4,0.3,1.87,0.106,15.8,0.944,0.977,0.922,40.3,39.4,158,1420000
0.12,2569.4,0.12,57.3,12.1,13.2,16.4,149,248,0.096,2322,0.9,1100,1220,42.7,5.94,11.8,20.2,1140,100,18,25,36.6,1290,1240,990.5,972.5,18,0.926,0.648,0.0359,1.57,0.0873,4,0.3,1.87,0.104,16.2,0.945,0.979,0.925,41.2,40.3,161,1320000
0.13,2463.2,0.13,56.2,12.1,13,16.3,147,245,0.099,2218,0.9,1100,1120,43.8,5.89,12,17.3,1040,100,18,25,33.6,1190,1240,990.5,972.2,18.3,0.926,0.648,0.0354,1.57,0.0861,4,0.3,1.87,0.103,16.4,0.946,0.98,0.927,41.9,41,164,1640000
0.14,2375,0.14,56.8,12.1,13,16.1,152,250,0.11,2125,0.89,1100,1020,43.2,5.93,12,14.6,949,100,18,25,30.7,1100,1240,990.5,972,18.5,0.926,0.648,0.035,1.57,0.0851,4,0.3,1.87,0.101,16.6,0.947,0.98,0.928,42.4,41.6,166,1270000
0.15,2290,0.15,55.6,11.7,12.5,15,141,236,0.1,2054,0.9,1100,954,44.4,6.31,12.5,13.6,877,100,18,25,28.6,1020,1240,990.5,971.8,18.7,0.926,0.648,0.0347,1.57,0.0842,4,0.3,1.87,0.1,16.8,0.947,0.98,0.929,43,42.1,169,1760000
0.16,2190,0.16,55.2,11.5,12.2,14.4,142,236,0.11,1954,0.89,1100,854,44.8,6.46,12.8,11.2,779,100,18,25,25.6,921,1240,990.5,971.6,18.9,0.926,0.648,0.0342,1.57,0.0831,4,0.3,1.87,0.099,17.1,0.948,0.98,0.929,43.6,42.8,171,1390000
0.17,2069.4,0.17,55.9,11.7,12.4,14.7,147,242,0.12,1827,0.88,1100,727,44.1,6.28,12.6,7.01,657,100,18,25,21.8,805,1240,990.5,971.3,19.2,0.926,0.648,0.0337,1.57,0.0819,4,0.3,1.87,0.0975,17.4,0.949,0.98,0.93,44.4,43.5,174,1570000
0.18,1961.3,0.18,54.8,11.3,11.8,13.5,140,231,0.12,1730,0.88,1100,630,45.2,6.65,13.2,5.38,560,100,18,25,18.9,699,1240,990.5,971,19.5,0.926,0.648,0.0332,1.57,0.0806,4,0.3,1.87,0.096,17.7,0.95,0.98,0.931,45.2,44.3,177,1440000
0.19,1860.1,0.19,53.5,11.2,11.5,12.9,133,222,0.12,1638,0.88,1100,538,46.5,6.77,13.5,3.25,468,100,18,25,16.1,601,1240,990.5,970.6,19.9,0.926,0.648,0.0326,1.57,0.0793,4,0.3,1.87,0.0944,18,0.951,0.98,0.932,46.1,45.2,181,1480000
0.20,1759,0.2,52.9,11,11.2,12.4,126,214,0.12,1545,0.88,1100,445,47.1,6.99,13.1,0.989,377,100,18,24.3,13.4,503,1240,990.5,970.3,20.2,0.924,0.648,0.0321,1.57,0.0779,4,0.3,1.87,0.0928,18.3,0.952,0.98,0.933,47,46,184,1660000
0.21,1658.4,0.21,52.6,10.9,11.1,12,125,212,0.13,1447,0.87,1100,347,47.4,7.1,10.5,-1.63,283,100,18,21.6,10.4,409,1240,990.5,970,20.5,0.918,0.648,0.0316,1.57,0.0764,4,0.3,1.87,0.091,18.6,0.952,0.98,0.933,47.9,46.9,188,1690000
0.22,1574.3,0.22,52.6,10.8,11,11.8,124,210,0.13,1364,0.87,1100,264,47,7.09,8.08,-3.93,205,99.7,17.9,19,7.86,330,1240,990.5,969.7,20.8,0.91,0.648,0.0312,1.56,0.075,4,0.3,1.86,0.0894,18.9,0.952,0.98,0.933,48.6,47.6,190,1760000
0.23,1496.2,0.23,52.1,10.5,10.6,11.1,118,203,0.14,1294,0.86,1100,194,42.5,5.72,5.95,-5.33,145,94.6,16.3,16.6,5.8,263,1230,990.5,969.5,21,0.889,0.648,0.0308,1.54,0.0731,4,0.3,1.84,0.0873,19.2,0.953,0.98,0.934,49.3,48.2,193,1860000
0.24,1418.6,0.24,51.2,10.2,10.2,10.4,115,197,0.14,1222,0.86,1100,122,27.7,3.67,3.72,-6.73,93.9,78.9,13.9,13.9,3.67,208,1210,990.5,969.2,21.3,0.855,0.648,0.0304,1.5,0.0706,4,0.3,1.8,0.0847,19.5,0.954,0.98,0.935,50.1,48.2,193,1450000
0.25,1346.8,0.25,51.3,10.4,10.4,10.6,112,195,0.14,1152,0.86,1096,55.8,12.6,1.64,1.67,-8.95,48.9,63.9,12.1,12.1,1.64,161,1180,990.5,969,21.5,0.822,0.64,0.0297,1.46,0.068,4,0.299,1.76,0.0819,19.7,0.954,0.98,0.935,50.7,48.2,193,1520000
0.26,1295.2,0.26,50.1,10.2,10.1,10.1,106,187,0.14,1108,0.86,1084,24.4,5.49,0.754,0.757,-9.34,26.7,55.6,11,10.8,0.754,133,1160,990.5,968.8,21.7,0.788,0.612,0.0282,1.4,0.0646,4,0.297,1.7,0.0783,20,0.955,0.98,0.936,50.7,48.1,192,1650000
0.27,1243.4,0.27,49.8,10.1,9.8,9.66,104,184,0.15,1060,0.85,1057,3.06,0.69,0.0756,0.0756,-9.59,11.8,50.5,10.1,9.88,0.0756,116,1130,990.5,968.7,21.8,0.739,0.556,0.0255,1.29,0.0593,4,0.291,1.59,0.0726,20.2,0.955,0.98,0.936,50.1,47.8,191,1880000
0.28,1199.8,0.28,49.6,9.86,9.57,9.29,104,182,0.15,1018,0.85,1018,0,0,0,0,-9.29,9.29,49.6,9.86,9.57,0,113,1090,990.5,968.5,22,0.679,0.485,0.0221,1.16,0.053,4,0.282,1.45,0.0658,20.5,0.956,0.98,0.937,48.9,47.3,189,1740000
0.29,1160.2,0.29,49.2,9.62,9.18,8.77,102,178,0.15,981.9,0.85,981.9,0,0,0,0,-8.77,8.77,49.2,9.62,9.18,0,110,1050,990.5,968.4,22.1,0.63,0.433,0.0196,1.06,0.0481,4,0.272,1.34,0.0605,20.8,0.956,0.98,0.937,47.8,46.6,186,1450000
0.30,1115.9,0.3,48.5,9.43,8.86,8.32,97.6,173,0.15,943.1,0.85,943.1,0,0,0,0,-8.32,8.32,48.5,9.43,8.86,0,106,1010,990.5,968.3,22.2,0.582,0.397,0.0178,0.979,0.044,4,0.261,1.24,0.0557,21,0.956,0.98,0.937,46.4,45.5,182,1600000
0.31,1062.7,0.31,48,9.38,8.75,8.04,95.9,170,0.16,892.6,0.84,892.6,0,0,0,0,-8.04,8.04,48,9.38,8.75,0,104,959,990.5,968.1,22.4,0.533,0.371,0.0166,0.904,0.0403,4,0.244,1.15,0.0512,21.3,0.955,0.98,0.936,44.4,43.5,174,1770000
0.32,1034.9,0.32,47.8,9.12,8.39,7.64,95.1,168,0.16,866.9,0.84,866.9,0,0,0,0,-7.64,7.64,47.8,9.12,8.39,0,103,932,990.5,968,22.5,0.508,0.359,0.0159,0.867,0.0385,3.9344262295081966,0.241,1.11,0.0492,21.4,0.955,0.98,0.936,44.3,43.2,170,993000
0.33,1004.5,0.33,47.2,8.9,8.08,7.22,92.8,164,0.16,840.4,0.84,840.4,0,0,0,0,-7.22,7.22,47.2,8.9,8.08,0,100,905,990.5,967.9,22.6,0.483,0.346,0.0153,0.829,0.0367,3.8940217391304346,0.235,1.06,0.0471,21.5,0.955,0.979,0.935,43.7,42.6,165,1460000
0.34,975.32,0.34,47.5,8.86,8.06,7.2,92.7,164,0.17,811,0.83,811,0,0,0,0,-7.2,7.2,47.5,8.86,8.06,0,99.9,875,990.5,967.8,22.7,0.456,0.331,0.0146,0.787,0.0347,3.7463917525773196,0.237,1.02,0.0451,21.7,0.955,0.98,0.936,44.4,43.1,160,1860000
0.35,940.66,0.35,46.8,8.81,7.91,6.97,90.1,161,0.17,780,0.83,780,0,0,0,0,-6.97,6.97,46.8,8.81,7.91,0,97.1,844,990.5,967.7,22.8,0.427,0.315,0.0138,0.742,0.0325,3.7244094488188977,0.228,0.97,0.0425,21.9,0.955,0.979,0.934,43.3,42.2,156,1420000
0.36,910.78,0.36,45.3,8.6,7.45,6.23,83.6,151,0.17,759.7,0.83,759.7,0,0,0,0,-6.23,6.23,45.3,8.6,7.45,0,89.8,821,990.5,967.5,23,0.408,0.304,0.0133,0.712,0.031,3.641509433962264,0.228,0.94,0.0409,22,0.954,0.978,0.933,43.6,42.1,152,1350000
0.37,887.94,0.37,45.4,8.55,7.46,6.38,85,153,0.17,735.1,0.83,735.1,0,0,0,0,-6.38,6.38,45.4,8.55,7.46,0,91.4,797,990.5,967.5,23,0.387,0.291,0.0126,0.678,0.0294,3.252,0.251,0.929,0.0403,22.1,0.956,0.979,0.936,47.4,45.3,146,874000
0.38,864.59,0.38,45.1,8.26,7.14,6.02,83.2,150,0.17,714.8,0.83,714.8,0,0,0,0,-6.02,6.02,45.1,8.26,7.14,0,89.2,775,990.5,967.4,23.1,0.369,0.278,0.012,0.648,0.028,3.0645933014354068,0.259,0.906,0.0392,22.2,0.956,0.98,0.937,48.8,46.8,143,1430000
0.39,844.69,0.39,44.5,8.34,7.18,6.02,81.6,148,0.17,697.1,0.83,697.1,0,0,0,0,-6.02,6.02,44.5,8.34,7.18,0,87.6,757,990.5,967.3,23.2,0.357,0.267,0.0115,0.624,0.0269,3,0.256,0.88,0.0379,22.3,0.957,0.98,0.937,48.7,47.1,141,1340000
0.40,822.04,0.4,45.4,8.41,7.32,6.26,84.8,152,0.19,669.9,0.81,669.9,0,0,0,0,-6.26,6.26,45.4,8.41,7.32,0,91.1,731,990.5,967.2,23.3,0.342,0.248,0.0107,0.59,0.0253,3,0.244,0.834,0.0358,22.5,0.956,0.98,0.937,47.1,45.9,138,1070000
0.41,797.39,0.41,44.9,8.27,7.19,6.13,83,150,0.19,647.8,0.81,647.8,0,0,0,0,-6.13,6.13,44.9,8.27,7.19,0,89.2,708,990.5,967.1,23.4,0.329,0.234,0.00998,0.563,0.024,3,0.234,0.797,0.034,22.6,0.956,0.979,0.936,45.8,44.8,134,1030000
0.42,772.12,0.42,43.5,7.82,6.64,5.54,78,141,0.18,630.6,0.82,630.6,0,0,0,0,-5.54,5.54,43.5,7.82,6.64,0,83.5,689,990.5,967,23.5,0.318,0.222,0.00945,0.54,0.023,3,0.226,0.766,0.0326,22.7,0.956,0.979,0.936,44.8,43.9,132,1750000
0.43,755,0.43,45.1,8.27,7.25,6.38,84.6,152,0.2,603.4,0.8,603.4,0,0,0,0,-6.38,6.38,45.1,8.27,7.25,0,91,664,990.5,966.9,23.6,0.304,0.204,0.00866,0.508,0.0215,3,0.214,0.722,0.0306,22.9,0.954,0.978,0.933,43,42.1,126,533000
0.44,735.06,0.44,44.3,7.91,6.72,5.69,80.1,145,0.2,590.4,0.8,590.4,0,0,0,0,-5.69,5.69,44.3,7.91,6.72,0,85.8,649,990.5,966.8,23.7,0.296,0.195,0.00826,0.491,0.0208,2.9827255278310942,0.21,0.701,0.0296,23,0.954,0.978,0.933,42.6,41.6,124,1550000
0.45,706.3,0.45,45,8.12,7,6.06,83.2,149,0.21,556.9,0.79,556.9,0,0,0,0,-6.06,6.06,45,8.12,7,0,89.3,617,990.5,966.7,23.8,0.277,0.174,0.00731,0.451,0.019,2.847560975609756,0.209,0.66,0.0278,23.1,0.953,0.978,0.932,42.7,41.4,117,921000
0.46,684.23,0.46,44.5,7.85,6.71,5.64,80.6,145,0.21,538.9,0.79,538.9,0,0,0,0,-5.64,5.64,44.5,7.85,6.71,0,86.3,598,990.5,966.6,23.9,0.266,0.162,0.00681,0.429,0.018,2.82,0.204,0.632,0.0265,23.2,0.952,0.977,0.93,42,40.8,114,956000
0.47,662.89,0.47,45,8.04,6.89,5.82,81.9,148,0.22,515.2,0.78,515.2,0,0,0,0,-5.82,5.82,45,8.04,6.89,0,87.7,575,990.5,966.6,23.9,0.253,0.148,0.00618,0.401,0.0168,2.7318840579710146,0.201,0.603,0.0252,23.3,0.952,0.976,0.929,41.8,40.6,109,722000
0.48,646.44,0.48,44.8,8.16,6.94,5.77,81.3,147,0.23,499.4,0.77,499.4,0,0,0,0,-5.77,5.77,44.8,8.16,6.94,0,87.1,559,990.5,966.5,24,0.245,0.138,0.00576,0.383,0.0159,2.694533762057878,0.197,0.58,0.0242,23.4,0.951,0.975,0.927,41.3,40.1,106,792000
0.49,629.49,0.49,44.7,7.92,6.73,5.65,80.9,146,0.23,483.6,0.77,483.6,0,0,0,0,-5.65,5.65,44.7,7.92,6.73,0,86.5,543,990.5,966.4,24.1,0.236,0.129,0.00537,0.365,0.0152,2.613483146067416,0.198,0.563,0.0234,23.5,0.951,0.975,0.927,41.5,40.3,103,1100000
0.50,606.94,0.5,44.4,7.82,6.64,5.54,80.1,144,0.24,462.5,0.76,462.5,0,0,0,0,-5.54,5.54,44.4,7.82,6.64,0,85.6,521,990.5,966.3,24.2,0.225,0.118,0.00488,0.343,0.0142,2.5608974358974357,0.192,0.535,0.0221,23.6,0.95,0.975,0.926,40.7,39.5,98.8,740000
0.51,589.71,0.51,45.7,8.05,6.9,5.7,83.4,150,0.25,439.9,0.75,439.9,0,0,0,0,-5.7,5.7,45.7,8.05,6.9,0,89.1,501,990.5,966.3,24.2,0.215,0.107,0.0044,0.321,0.0133,2.1666666666666665,0.221,0.542,0.0224,23.7,0.954,0.978,0.933,45.7,43.8,93.4,753000
0.52,568.22,0.52,44.9,7.97,6.74,5.47,80.3,145,0.26,422.8,0.74,422.8,0,0,0,0,-5.47,5.47,44.9,7.97,6.74,0,85.8,482,990.5,966.2,24.3,0.206,0.0986,0.00405,0.305,0.0125,2.130879345603272,0.214,0.519,0.0213,23.8,0.953,0.978,0.932,44.8,43.3,91.1,1070000
0.53,548.01,0.53,45.1,8.02,6.83,5.59,81.4,147,0.27,401.1,0.73,401.1,0,0,0,0,-5.59,5.59,45.1,8.02,6.83,0,87,461,990.5,966.1,24.4,0.198,0.0883,0.00361,0.287,0.0117,2.010498687664042,0.212,0.499,0.0204,23.9,0.953,0.978,0.932,44.7,43.4,87.1,796000
0.54,530.67,0.54,44.2,7.78,6.52,5.18,77.9,142,0.27,389.1,0.73,389.1,0,0,0,0,-5.18,5.18,44.2,7.78,6.52,0,83.1,448,990.5,966,24.5,0.194,0.0827,0.00337,0.276,0.0113,2,0.205,0.481,0.0196,24,0.953,0.977,0.931,43.7,42.5,85,769000
0.55,513.66,0.55,45,7.91,6.71,5.38,80.6,146,0.28,368.1,0.72,368.1,0,0,0,0,-5.38,5.38,45,7.91,6.71,0,86,428,990.5,965.9,24.6,0.186,0.0727,0.00296,0.259,0.0105,2,0.191,0.45,0.0183,24.1,0.95,0.976,0.927,41.4,40.4,80.8,623000
0.56,501.33,0.56,44.2,7.75,6.6,5.19,77.5,141,0.28,360.1,0.72,360.1,0,0,0,0,-5.19,5.19,44.2,7.75,6.6,0,82.7,419,990.5,965.9,24.6,0.183,0.069,0.0028,0.252,0.0102,2,0.186,0.438,0.0178,24.2,0.949,0.976,0.926,40.6,39.6,79.2,696000
0.57,490.36,0.57,43.8,7.63,6.45,4.98,76.2,139,0.28,351.2,0.72,351.2,0,0,0,0,-4.98,4.98,43.8,7.63,6.45,0,81.2,409,990.5,965.8,24.7,0.18,0.0648,0.00262,0.245,0.00991,2,0.18,0.424,0.0172,24.3,0.948,0.976,0.925,39.6,38.7,77.4,613000
0.58,480.89,0.58,43.9,7.66,6.42,4.92,75.6,139,0.29,342.4,0.71,342.4,0,0,0,0,-4.92,4.92,43.9,7.66,6.42,0,80.5,400,990.5,965.8,24.7,0.177,0.0606,0.00245,0.237,0.0096,2,0.174,0.411,0.0166,24.3,0.946,0.975,0.923,38.7,37.7,75.4,690000
0.59,471.45,0.59,44,7.55,6.36,4.76,75.3,138,0.29,333.5,0.71,333.5,0,0,0,0,-4.76,4.76,44,7.55,6.36,0,80.1,391,990.5,965.7,24.8,0.174,0.0564,0.00228,0.23,0.00928,2,0.168,0.398,0.016,24.4,0.945,0.974,0.921,37.7,36.7,73.5,642000
0.60,456.33,0.6,44.3,7.71,6.48,4.88,76.3,140,0.31,316.7,0.69,316.7,0,0,0,0,-4.88,4.88,44.3,7.71,6.48,0,81.1,375,990.5,965.7,24.8,0.168,0.0485,0.00195,0.216,0.00871,2,0.156,0.373,0.015,24.5,0.942,0.972,0.916,35.8,34.8,69.7,602000
0.61,445.21,0.61,43.5,7.57,6.33,4.68,73.2,135,0.3,309.9,0.7,309.9,0,0,0,0,-4.68,4.68,43.5,7.57,6.33,0,77.9,367,990.5,965.6,24.9,0.165,0.0453,0.00182,0.21,0.00845,2,0.152,0.362,0.0145,24.5,0.941,0.972,0.914,35.1,34.1,68.2,603000
0.62,436.55,0.62,43.4,7.52,6.24,4.67,73.2,135,0.31,301.6,0.69,301.6,0,0,0,0,-4.67,4.67,43.4,7.52,6.24,0,77.9,359,990.5,965.6,24.9,0.162,0.0414,0.00166,0.204,0.00816,2,0.146,0.35,0.014,24.6,0.939,0.971,0.912,34.2,33.2,66.4,500000
0.63,427.84,0.63,43.4,7.46,6.11,4.49,72.5,134,0.31,293.9,0.69,293.9,0,0,0,0,-4.49,4.49,43.4,7.46,6.11,0,77,351,990.5,965.5,25,0.159,0.0384,0.00154,0.198,0.00792,2,0.141,0.339,0.0136,24.6,0.938,0.971,0.91,33.3,32.3,64.7,593000
0.64,418.93,0.64,42.8,7.4,6.07,4.47,70.8,131,0.31,287.5,0.69,287.5,0,0,0,0,-4.47,4.47,42.8,7.4,6.07,0,75.3,344,990.5,965.5,25,0.157,0.036,0.00144,0.193,0.00771,1.978328173374613,0.14,0.333,0.0133,24.7,0.937,0.971,0.91,33.2,32.2,63.3,490000
0.65,407.18,0.65,43.1,7.34,5.99,4.33,70.8,132,0.32,275.7,0.68,275.7,0,0,0,0,-4.33,4.33,43.1,7.34,5.99,0,75.1,332,990.5,965.4,25.1,0.153,0.031,0.00124,0.184,0.00733,1.8604240282685511,0.149,0.333,0.0133,24.7,0.939,0.972,0.912,35,33.7,60.7,824000
0.66,395.36,0.66,42.2,7.11,5.75,4.16,68.5,128,0.32,267.6,0.68,267.6,0,0,0,0,-4.16,4.16,42.2,7.11,5.75,0,72.7,323,990.5,965.4,25.1,0.149,0.0279,0.00111,0.177,0.00706,1.8594249201277955,0.143,0.32,0.0128,24.8,0.938,0.971,0.911,33.9,33,59.2,445000
0.67,389.48,0.67,42.2,7.12,5.71,4.09,68.3,127,0.33,262.1,0.67,262.1,0,0,0,0,-4.09,4.09,42.2,7.12,5.71,0,72.3,317,990.5,965.3,25.2,0.147,0.0259,0.00103,0.173,0.00689,1.885,0.135,0.309,0.0123,24.8,0.935,0.971,0.908,32.6,31.7,58,278000
0.68,382.71,0.68,42.7,7.13,5.75,3.96,68.1,128,0.33,255,0.67,255,0,0,0,0,-3.96,3.96,42.7,7.13,5.75,0,72.1,311,990.5,965.3,25.2,0.145,0.023,0.000913,0.168,0.00668,1.8761061946902655,0.132,0.3,0.0119,24.9,0.934,0.971,0.907,32.1,31,56.3,763000
0.69,373.89,0.69,42.6,7.23,5.79,4.16,69.6,129,0.35,244.5,0.65,244.5,0,0,0,0,-4.16,4.16,42.6,7.23,5.79,0,73.7,300,990.5,965.3,25.2,0.141,0.0207,0.000822,0.162,0.00643,1.6952380952380952,0.15,0.313,0.0124,24.9,0.938,0.973,0.913,35.4,34.2,54.2,273000
0.70,364.78,0.7,42.1,7.08,5.56,3.98,66.8,126,0.34,239.2,0.66,239.2,0,0,0,0,-3.98,3.98,42.1,7.08,5.56,0,70.8,294,990.5,965.2,25.3,0.139,0.0184,0.000728,0.158,0.00624,1.6972972972972973,0.146,0.304,0.012,25,0.937,0.973,0.912,34.7,33.6,53.2,472000
0.71,354.43,0.71,41.9,6.94,5.52,3.86,65.7,124,0.35,230.5,0.65,230.5,0,0,0,0,-3.86,3.86,41.9,6.94,5.52,0,69.6,285,990.5,965.2,25.3,0.136,0.0168,0.000663,0.153,0.00604,1.5220417633410672,0.165,0.318,0.0126,25,0.942,0.975,0.918,38.2,36.8,51.3,531000
0.72,344.05,0.72,41.8,6.87,5.31,3.78,65.2,123,0.36,221.1,0.64,221.1,0,0,0,0,-3.78,3.78,41.8,6.87,5.31,0,69,275,990.5,965.1,25.4,0.133,0.0152,0.000601,0.148,0.00583,1.523715415019763,0.156,0.304,0.012,25.1,0.939,0.975,0.915,36.6,35.6,49.5,601000
0.73,337.27,0.73,41.1,6.65,5.04,3.58,62.9,119,0.35,218,0.65,218,0,0,0,0,-3.58,3.58,41.1,6.65,5.04,0,66.5,271,990.5,965.1,25.4,0.131,0.015,0.00059,0.146,0.00575,1.375,0.175,0.321,0.0126,25.1,0.944,0.976,0.921,40.2,38.6,48.7,253000
0.74,330.67,0.74,40.7,6.57,4.93,3.54,61.9,118,0.36,213,0.64,213,0,0,0,0,-3.54,3.54,40.7,6.57,4.93,0,65.4,265,990.5,965.1,25.4,0.129,0.0141,0.000555,0.143,0.00563,1.319277108433735,0.179,0.322,0.0127,25.1,0.945,0.976,0.922,40.9,39.3,47.7,570000
0.75,323.42,0.75,40.6,6.59,4.93,3.47,61,117,0.36,206.9,0.64,206.9,0,0,0,0,-3.47,3.47,40.6,6.59,4.93,0,64.4,259,990.5,965,25.5,0.127,0.0134,0.000527,0.14,0.00551,1.1336898395721926,0.2,0.34,0.0133,25.1,0.95,0.978,0.93,44.7,43.1,46.8,420000
0.76,317.33,0.76,40.1,6.42,4.79,3.39,59.7,114,0.36,202.9,0.64,202.9,0,0,0,0,-3.39,3.39,40.1,6.42,4.79,0,63,254,990.5,965,25.5,0.125,0.0131,0.000514,0.138,0.00542,1.1557788944723617,0.191,0.329,0.0129,25.2,0.949,0.978,0.927,43.2,42,46.2,221000
0.77,311.07,0.77,40.6,6.48,4.76,3.46,61.2,117,0.37,194.6,0.63,194.6,0,0,0,0,-3.46,3.46,40.6,6.48,4.76,0,64.7,246,990.5,965,25.5,0.122,0.0123,0.000481,0.135,0.00528,1.0835322195704058,0.192,0.327,0.0128,25.2,0.949,0.978,0.928,43.4,42.3,44.5,448000
0.78,303.81,0.78,39.7,6.27,4.55,3.23,58,112,0.37,192,0.63,192,0,0,0,0,-3.23,3.23,39.7,6.27,4.55,0,61.3,243,990.5,964.9,25.6,0.121,0.0121,0.000472,0.133,0.00521,1.104,0.186,0.319,0.0125,25.3,0.947,0.977,0.926,42.3,41.3,44,396000
0.79,296.67,0.79,39.4,6.2,4.47,3.21,57.5,111,0.37,185.9,0.63,185.9,0,0,0,0,-3.21,3.21,39.4,6.2,4.47,0,60.7,236,990.5,964.9,25.6,0.119,0.0116,0.000451,0.13,0.00509,1.076219512195122,0.182,0.312,0.0122,25.3,0.947,0.977,0.925,41.6,40.6,42.6,335000
