waterYear,days,energy,powerMax,powerMin,powerMean,flowMean,flowMin,flowMax,grossHeadMin,grossHeadMax,netHeadMin,netHeadMax,headlossMax,headlossMin,riverVolume,eFlowVolume,canalVolume,eFlowProportionMean,eFlowProportionMin,eFlowProportionMax,lowFlowShutoffDays,highHeadShutoffDays,lowHeadShutoffDays,lowFlowShutoffProportion,highHeadShutoffProportion,lowHeadShutoffProportion,capFactor,proportion4Units,proportion3Units,proportion2Units,proportion1Units,proportion0Units,shutoffDays,shutoffDaysProportion,bypassVolume,eFlowProportion,generationProportion,bypassProportion,specificEnergy,energyExceedance,energyPctVariation,riverVolumePctVariation,riverFlowPctVariation
1936,365,868.2,192.8,23.62,99.11,1205,203.8,3635,15.1,25.6,13.2,25.4,1.87,0.181,38,5.51,18.9,0.25,0.0501,0.539,0,0,0,0,0,0,0.551,0.39,0.085,0.22,0.3,0,0,0,19.1,0.14,0.5,0.5,22.8,0.5024590163934423,0.009534883720930285,0.08882521489971351,0.08558558558558559
1937,365,868.7,192.8,26.94,99.17,836.5,223.4,3237,15.9,25.5,14.1,25.2,1.87,0.209,26.4,4.41,17,0.26,0.0457,0.551,0,0,0,0,0,0,0.551,0.31,0.14,0.23,0.31,0,0,0,9.4,0.17,0.64,0.36,32.9,0.4977272727272722,0.010116279069767494,-0.24355300859598855,-0.2463963963963964
1938,365,852.5,192.8,26.17,97.32,886.2,216.8,2874,16.8,25.5,14.9,25.3,1.87,0.203,27.9,4.6,17,0.259,0.0697,0.5,0,0,0,0,0,0,0.541,0.32,0.13,0.21,0.34,0,0,0,10.9,0.16,0.61,0.39,30.6,0.5786127167630057,-0.00872093023255814,-0.2005730659025788,-0.2016216216216216
1939,366,921.9,192.8,25.69,105,1357,213,5307,12,25.5,10.2,25.3,1.87,0.197,42.9,5.92,20.2,0.247,0.0464,0.542,0,0,0,0,0,0,0.585,0.43,0.13,0.19,0.25,0,0,0,22.7,0.14,0.47,0.53,21.5,0.20070422535211285,0.07197674418604648,0.22922636103151864,0.22252252252252253
1940,365,896.9,192.8,23.19,102.4,961.7,223.4,3334,15.7,25.5,13.9,25.3,1.87,0.18,30.3,4.7,18.2,0.242,0.0549,0.528,0,0,0,0,0,0,0.569,0.38,0.068,0.25,0.3,0,0,0,12.1,0.16,0.6,0.4,29.6,0.2982456140350878,0.04290697674418602,-0.13180515759312314,-0.13360360360360357
1941,365,777.8,192.8,0,88.79,656.2,188.8,2220,18.4,25.6,16.5,25.4,1.87,0.164,20.7,3.66,14.7,0.261,0.0667,0.482,0,7,0,0,0.019,0,0.493,0.24,0.12,0.25,0.39,0,7,0.019178082191780823,6,0.18,0.71,0.29,37.6,0.8859890109890112,-0.09558139534883726,-0.4068767908309456,-0.40882882882882876
1942,365,837.2,192.8,25.56,95.57,673.5,170.2,1669,20,25.6,18.1,25.4,1.87,0.195,21.2,3.73,15.8,0.243,0.0887,0.459,0,0,0,0,0,0,0.531,0.26,0.13,0.27,0.34,0,0,0,5.4,0.18,0.75,0.25,39.5,0.6506849315068487,-0.02651162790697669,-0.39255014326647564,-0.3932432432432432
1943,366,875.4,192.8,0,99.66,934.2,176.4,2529,17.6,25.6,15.7,25.4,1.87,0.172,29.5,4.61,17.9,0.245,0.0799,0.452,0,2,0,0,0.0055,0,0.555,0.37,0.1,0.16,0.37,0,2,0.005479452054794521,11.6,0.16,0.61,0.39,29.7,0.40689655172413763,0.01790697674418602,-0.15472779369627504,-0.15837837837837834
1944,365,826.8,192.8,25.08,94.38,1005,195.3,3909,14.5,25.6,12.6,25.4,1.87,0.194,31.7,4.82,17.1,0.253,0.0597,0.547,0,0,0,0,0,0,0.524,0.32,0.12,0.22,0.35,0,0,0,14.6,0.15,0.54,0.46,26.1,0.7120300751879701,-0.03860465116279075,-0.09169054441260743,-0.0945945945945946
1945,365,896.4,192.8,0,102.3,687.4,197.9,1571,20.3,25.6,18.4,25.4,1.86,0.176,21.7,4.04,16.9,0.262,0.0957,0.482,0,4,0,0,0.011,0,0.569,0.38,0.077,0.18,0.37,0,4,0.010958904109589041,4.8,0.19,0.78,0.22,41.3,0.3003144654088051,0.04232558139534881,-0.37822349570200575,-0.3807207207207207
1946,365,865,192.8,27.68,98.75,1252,196.6,4776,12.9,25.6,11,25.4,1.87,0.208,39.5,5.45,18.8,0.236,0.0463,0.478,0,0,0,0,0,0,0.549,0.37,0.13,0.23,0.27,0,0,0,20.7,0.14,0.48,0.52,21.9,0.5286885245901638,0.005813953488372093,0.13180515759312325,0.12792792792792793
1947,366,774.7,192.8,0,88.19,1722,259.4,6157,10.9,25.3,9.02,25,1.87,0.243,54.5,6.27,20.3,0.232,0.0388,0.487,0,0,37,0,0,0.1,0.491,0.42,0.12,0.22,0.24,0,37,0.10136986301369863,34.2,0.12,0.37,0.63,14.2,0.8945054945054945,-0.09918604651162785,0.5616045845272207,0.5513513513513514
1948,365,660.1,155.4,0,75.35,468.3,196.6,919.2,22.4,25.6,21.5,25.4,1.02,0.178,14.8,3.37,11.4,0.264,0.131,0.463,0,5,0,0,0.014,0,0.419,0.014,0.24,0.41,0.33,0,5,0.0136986301369863,3.4,0.23,0.77,0.23,44.6,0.9642436149312377,-0.23244186046511625,-0.5759312320916905,-0.5781081081081082
1949,365,782.5,192.8,21.38,89.32,1388,170.2,5234,12.2,25.6,10.3,25.4,1.87,0.161,43.8,5.33,18.1,0.24,0.031,0.544,0,0,0,0,0,0,0.496,0.37,0.11,0.18,0.35,0,0,0,25.7,0.12,0.41,0.59,17.9,0.8730769230769231,-0.09011627906976744,0.25501432664756446,0.25045045045045045
1950,365,874.6,192.8,0,99.84,1237,196.6,4481,13.4,25.6,11.6,25.4,1.87,0.168,39,5.5,19,0.245,0.0529,0.505,0,3,0,0,0.0082,0,0.555,0.38,0.15,0.2,0.27,0,3,0.00821917808219178,20,0.14,0.49,0.51,22.4,0.4206896551724128,0.016976744186046538,0.11747851002865334,0.11441441441441441
1951,366,832.6,192.8,0,94.79,1606,254.6,6157,10.9,25.3,9.02,25,1.87,0.24,50.8,5.65,20.5,0.229,0.0392,0.478,0,0,20,0,0,0.055,0.528,0.46,0.044,0.22,0.27,0,20,0.0547945205479452,30.3,0.11,0.4,0.6,16.4,0.6821917808219176,-0.031860465116279046,0.45558739255014324,0.44684684684684683
1952,365,841.8,192.8,0,96.1,1504,216.8,5874,11.2,25.5,9.38,25.3,1.87,0.204,47.4,5.96,19.7,0.235,0.0444,0.481,0,0,11,0,0,0.03,0.534,0.39,0.12,0.28,0.21,0,11,0.030136986301369864,27.7,0.13,0.42,0.58,17.8,0.6211538461538464,-0.02116279069767447,0.35816618911174786,0.35495495495495494
1953,365,931.5,192.8,26.22,106.3,1111,256.9,3835,14.7,25.3,12.8,25.1,1.87,0.207,35,5.45,19.3,0.25,0.0577,0.537,0,0,0,0,0,0,0.591,0.39,0.14,0.2,0.27,0,0,0,15.7,0.16,0.55,0.45,26.6,0.17329545454545464,0.08313953488372093,0.0028653295128940235,0.0009009009009009009
1954,365,948.3,192.8,25.51,108.3,1293,211.9,3818,14.7,25.5,12.8,25.3,1.87,0.195,40.8,5.83,20.7,0.24,0.0609,0.476,0,0,0,0,0,0,0.601,0.47,0.088,0.19,0.26,0,0,0,20.1,0.14,0.51,0.49,23.2,0.1197183098591551,0.10267441860465111,0.16905444126074495,0.16486486486486487
1955,366,876.3,192.8,0,99.76,1785,250.3,5744,11.4,25.3,9.56,25.1,1.87,0.243,56.5,6.2,21.8,0.208,0.05,0.44,0,0,16,0,0,0.044,0.556,0.46,0.14,0.25,0.16,0,16,0.043835616438356165,34.7,0.11,0.39,0.61,15.5,0.39479166666666676,0.018953488372092972,0.6189111747851004,0.6081081081081081
1956,365,812.5,192.8,0,92.75,1535,290,9124,8.65,25.1,6.91,24.9,1.87,0.253,48.4,5.83,19.1,0.238,0.0262,0.5,0,0,27,0,0,0.074,0.515,0.33,0.18,0.28,0.21,0,27,0.07397260273972603,29.3,0.12,0.39,0.61,16.8,0.7855932203389829,-0.055232558139534885,0.3868194842406877,0.38288288288288286
1957,365,760.2,192.8,0,86.78,2342,283.2,9912,8.34,25.2,6.59,24.9,1.87,0.249,73.9,6.22,21.7,0.211,0.0199,0.426,0,0,61,0,0,0.17,0.482,0.46,0.1,0.3,0.13,0,61,0.16712328767123288,52.2,0.084,0.29,0.71,10.3,0.9114468864468864,-0.11604651162790693,1.1174785100286535,1.10990990990991
1958,365,968.9,192.8,27.61,110.6,1117,242.4,4514,13.4,25.3,11.5,25.1,1.87,0.214,35.2,5.44,19.9,0.236,0.0526,0.487,0,0,0,0,0,0,0.614,0.38,0.18,0.29,0.16,0,0,0,15.3,0.15,0.57,0.43,27.5,0.08148148148148149,0.12662790697674417,0.008595988538682072,0.006306306306306306
1959,366,846.4,192.8,0,96.36,1150,197.9,4776,12.9,25.6,11,25.4,1.87,0.17,36.4,5.46,18.1,0.264,0.0571,0.53,0,8,0,0,0.022,0,0.537,0.34,0.15,0.22,0.3,0,8,0.021917808219178082,18.3,0.15,0.5,0.5,23.3,0.5962427745664741,-0.01581395348837212,0.042979942693409746,0.036036036036036036
1960,365,826.7,192.8,0,94.37,1488,203.8,6098,10.9,25.6,9.09,25.4,1.87,0.181,46.9,5.96,19.8,0.235,0.0344,0.476,0,0,24,0,0,0.066,0.524,0.38,0.15,0.28,0.19,0,24,0.06575342465753424,27.1,0.13,0.42,0.58,17.6,0.7124060150375938,-0.038720930232558085,0.34383954154727797,0.34054054054054056
1961,365,897.7,192.8,0,102.5,1752,263.1,5641,11.6,25.2,9.71,25,1.87,0.254,55.2,6.51,22,0.215,0.0457,0.418,0,0,15,0,0,0.041,0.569,0.47,0.11,0.28,0.14,0,15,0.0410958904109589,33.2,0.12,0.4,0.6,16.3,0.29473684210526296,0.04383720930232563,0.5816618911174787,0.5783783783783784
1962,365,842.6,192.8,0,96.19,2119,283.2,7037,9.85,25.2,8.04,24.9,1.87,0.254,66.8,6.65,23.3,0.2,0.0382,0.424,0,0,47,0,0,0.13,0.534,0.53,0.085,0.26,0.12,0,47,0.12876712328767123,43.5,0.1,0.35,0.65,12.6,0.6160256410256408,-0.020232558139534857,0.9140401146131805,0.909009009009009
1963,366,1053,192.8,33.81,119.9,1030,290,2464,17.8,25.1,15.9,24.9,1.87,0.252,32.6,5.19,21.1,0.224,0.0743,0.513,0,0,0,0,0,0,0.668,0.45,0.13,0.31,0.11,0,0,0,11.5,0.16,0.65,0.35,32.3,0,0.22441860465116278,-0.06590257879656153,-0.07207207207207207
1964,365,922.7,192.8,33.16,105.3,976,261.9,2747,17.1,25.3,15.2,25,1.87,0.256,30.8,5.07,18.6,0.25,0.0688,0.481,0,0,0,0,0,0,0.585,0.36,0.12,0.25,0.26,0,0,0,12.2,0.16,0.6,0.4,30,0.1982954545454545,0.0729069767441861,-0.11747851002865324,-0.12072072072072072
1965,365,880.5,192.8,0,100.5,1224,246.5,5489,11.8,25.3,9.93,25.1,1.87,0.243,38.6,5.55,19,0.248,0.0338,0.467,0,0,3,0,0,0.0082,0.558,0.37,0.11,0.3,0.22,0,3,0.00821917808219178,19.6,0.14,0.49,0.51,22.8,0.35104166666666686,0.023837209302325583,0.10601719197707744,0.10270270270270271
1966,365,919.5,192.8,31.86,105,982.9,263.1,3456,15.5,25.2,13.6,25,1.87,0.25,31,5.12,18.6,0.245,0.0628,0.49,0,0,0,0,0,0,0.583,0.35,0.14,0.25,0.26,0,0,0,12.4,0.17,0.6,0.4,29.7,0.20915492957746484,0.06918604651162791,-0.11174785100286529,-0.11450450450450453
1967,366,890,192.8,0,101.3,1872,254.6,5594,11.6,25.3,9.78,25,1.87,0.249,59.2,6.41,22.1,0.211,0.037,0.443,0,0,9,0,0,0.025,0.564,0.47,0.13,0.28,0.12,0,9,0.024657534246575342,37.1,0.11,0.37,0.63,15,0.3204402515723271,0.03488372093023256,0.696275071633238,0.6864864864864865
1968,365,814,192.8,0,92.92,2160,281.5,8558,8.87,25.2,7.12,24.9,1.87,0.249,68.1,6.7,22.5,0.199,0.0352,0.391,0,0,61,0,0,0.17,0.516,0.45,0.19,0.24,0.12,0,61,0.16712328767123288,45.6,0.098,0.33,0.67,12,0.7728813559322034,-0.053488372093023255,0.9512893982808022,0.9459459459459459
1969,365,1019,192.8,43,116.3,1563,337.2,4991,12.5,24.9,10.6,24.6,1.87,0.255,49.3,6.13,22.7,0.202,0.0423,0.433,0,0,0,0,0,0,0.646,0.47,0.16,0.34,0.036,0,0,0,26.6,0.12,0.46,0.54,20.7,0.02901023890784982,0.18488372093023256,0.4126074498567335,0.4081081081081081
1970,365,994.2,192.8,41.91,113.5,1086,321.2,3153,16.1,25,14.2,24.7,1.87,0.249,34.2,5.26,20.3,0.229,0.0716,0.467,0,0,0,0,0,0,0.631,0.4,0.15,0.28,0.17,0,0,0,13.9,0.15,0.59,0.41,29.1,0.050246913580246834,0.15604651162790703,-0.02005730659025776,-0.021621621621621623
1971,366,968.9,192.8,35.8,110.3,787.8,276.2,1856,19.4,25.2,17.5,24.9,1.87,0.249,24.9,4.77,18.3,0.249,0.0798,0.505,0,0,0,0,0,0,0.614,0.3,0.21,0.24,0.24,0,0,0,6.6,0.19,0.73,0.27,38.9,0.08148148148148149,0.12662790697674417,-0.2865329512893983,-0.2902702702702703
1972,365,825.2,192.8,24.42,94.2,592.6,228.7,1241,21.3,25.4,19.6,25.2,1.74,0.189,18.7,3.87,14.8,0.26,0.101,0.516,0,0,0,0,0,0,0.523,0.2,0.22,0.25,0.34,0,0,0,3.9,0.21,0.79,0.21,44.1,0.7180451127819547,-0.040465116279069714,-0.46418338108882523,-0.4661261261261261
1973,365,953.3,192.8,24.61,108.8,1126,208.1,2854,16.8,25.6,15,25.4,1.87,0.188,35.5,5.29,20.1,0.243,0.0598,0.532,0,0,0,0,0,0,0.605,0.44,0.11,0.15,0.3,0,0,0,15.4,0.15,0.57,0.43,26.9,0.10211267605633811,0.1084883720930232,0.01719197707736394,0.014414414414414415
1974,365,874.9,192.8,0,99.88,1612,216.8,5518,11.7,25.5,9.88,25.3,1.87,0.204,50.8,6.26,20.9,0.233,0.0438,0.472,0,0,9,0,0,0.025,0.555,0.45,0.12,0.18,0.26,0,9,0.024657534246575342,29.9,0.12,0.41,0.59,17.2,0.4155172413793101,0.017325581395348812,0.45558739255014324,0.45225225225225224
1975,366,868.9,192.8,0,98.92,1583,239.5,5537,11.7,25.4,9.86,25.1,1.87,0.223,50.1,6.24,20.3,0.229,0.0435,0.459,0,0,3,0,0,0.0082,0.551,0.4,0.15,0.28,0.17,0,3,0.00821917808219178,29.8,0.12,0.41,0.59,17.3,0.4954545454545457,0.010348837209302299,0.43553008595988546,0.4261261261261261
1976,365,998.6,192.8,44.89,114,1143,337.2,2845,16.9,24.9,15,24.6,1.87,0.255,36,5.64,20.7,0.223,0.0755,0.42,0,0,0,0,0,0,0.633,0.4,0.14,0.42,0.038,0,0,0,15.3,0.16,0.57,0.43,27.7,0.046416382252559694,0.16116279069767445,0.03151862464183385,0.02972972972972973
1977,365,908.5,192.8,0,103.7,1899,273.3,6342,10.6,25.2,8.81,24.9,1.87,0.249,59.9,6.47,23.4,0.196,0.0435,0.424,0,0,38,0,0,0.1,0.576,0.53,0.13,0.18,0.15,0,38,0.10410958904109589,36.5,0.11,0.39,0.61,15.2,0.2478873239436619,0.0563953488372093,0.7163323782234957,0.7108108108108108
1978,365,1052,192.8,43.99,120,1498,341.6,5397,11.9,24.9,10.1,24.5,1.87,0.255,47.3,6.23,23,0.199,0.0547,0.431,0,0,0,0,0,0,0.667,0.46,0.19,0.33,0.019,0,0,0,24.3,0.13,0.49,0.51,22.2,0.0008532423208191114,0.22325581395348837,0.3553008595988538,0.34954954954954953
1979,366,1041,192.8,39.38,118.5,1317,313.5,3065,16.3,25,14.5,24.7,1.87,0.252,41.6,5.68,22.3,0.211,0.062,0.44,0,0,0,0,0,0,0.66,0.46,0.15,0.28,0.11,0,0,0,19.3,0.14,0.54,0.46,25,0.010238907849829351,0.21046511627906977,0.19197707736389694,0.1864864864864865
1980,365,958.9,192.8,33.81,109.5,1159,283.2,3456,15.5,25.2,13.6,24.9,1.87,0.249,36.6,5.69,20,0.237,0.0608,0.476,0,0,0,0,0,0,0.608,0.38,0.16,0.28,0.18,0,0,0,16.6,0.16,0.55,0.45,26.2,0.09382716049382717,0.11499999999999998,0.04871060171919779,0.044144144144144144
1981,365,816.8,192.8,27.61,93.24,599,242.4,1435,20.7,25.3,18.9,25.1,1.82,0.214,18.9,3.98,14.7,0.266,0.0881,0.487,0,0,0,0,0,0,0.518,0.2,0.19,0.27,0.33,0,0,0,4.2,0.21,0.78,0.22,43.2,0.7496240601503763,-0.050232558139534936,-0.4584527220630373,-0.4603603603603604
1982,365,868.4,188.3,22.58,99.13,616.1,220.7,1140,21.7,25.5,20.3,25.3,1.38,0.175,19.4,3.9,15.5,0.252,0.111,0.535,0,0,0,0,0,0,0.551,0.23,0.23,0.23,0.31,0,0,0,3.9,0.2,0.8,0.2,44.8,0.5008196721311478,0.00976744186046509,-0.44412607449856734,-0.44495495495495496
1983,366,824.7,192.8,25.51,93.88,658.1,211.9,1780,19.6,25.5,17.7,25.3,1.87,0.195,20.8,3.75,15.4,0.255,0.0727,0.458,0,0,0,0,0,0,0.523,0.24,0.16,0.23,0.37,0,0,0,5.4,0.18,0.74,0.26,39.6,0.7199248120300751,-0.04104651162790692,-0.40401146131805155,-0.4071171171171171
1984,365,871,192.8,23.76,99.43,733.1,201.4,1930,19.1,25.6,17.3,25.4,1.87,0.184,23.1,4.31,16.6,0.265,0.0784,0.534,0,0,0,0,0,0,0.552,0.28,0.16,0.2,0.37,0,0,0,6.5,0.19,0.72,0.28,37.7,0.47159090909090895,0.012790697674418604,-0.3381088825214899,-0.3395495495495495
1985,365,792.4,192.8,23.62,90.45,756.4,203.8,3038,16.4,25.6,14.5,25.4,1.87,0.181,23.9,4.36,15.3,0.273,0.0511,0.526,0,0,0,0,0,0,0.503,0.26,0.13,0.21,0.4,0,0,0,8.6,0.18,0.64,0.36,33.2,0.8462311557788944,-0.07860465116279072,-0.31518624641833815,-0.3185585585585586
1986,365,940.4,192.8,26.94,107.3,801.3,239.5,2073,18.7,25.4,16.8,25.2,1.87,0.209,25.3,4.53,18,0.246,0.0737,0.512,0,0,0,0,0,0,0.596,0.3,0.2,0.27,0.22,0,0,0,7.3,0.18,0.71,0.29,37.2,0.14753521126760585,0.09348837209302323,-0.2750716332378223,-0.27810810810810815
1987,366,859.2,192.8,25.66,97.82,779.5,223.4,2471,17.8,25.5,15.9,25.2,1.87,0.199,24.7,4.59,16.7,0.27,0.0608,0.512,0,0,0,0,0,0,0.545,0.34,0.066,0.24,0.35,0,0,0,8,0.19,0.68,0.32,34.8,0.5592485549132946,-0.000930232558139482,-0.2922636103151862,-0.29774774774774776
1988,365,877.1,192.8,24.61,100.1,1334,208.1,3835,14.7,25.6,12.8,25.4,1.87,0.188,42.1,5.85,19.5,0.246,0.0628,0.505,0,0,0,0,0,0,0.556,0.41,0.099,0.21,0.28,0,0,0,22.6,0.14,0.46,0.54,20.8,0.38645833333333285,0.019883720930232586,0.20630372492836685,0.2018018018018018
1989,365,773,168.6,26.95,88.24,545.3,211.9,1026,22,25.5,20.9,25.3,1.12,0.205,17.2,3.51,13.7,0.257,0.112,0.449,0,0,0,0,0,0,0.49,0.18,0.22,0.19,0.41,0,0,0,3.5,0.2,0.8,0.2,44.9,0.8991758241758243,-0.10116279069767442,-0.5071633237822349,-0.5087387387387388
1990,365,814.2,192.8,0,92.94,775,201.4,2321,18.1,25.6,16.3,25.4,1.87,0.176,24.4,3.94,16.1,0.254,0.0784,0.482,0,4,0,0,0.011,0,0.516,0.3,0.099,0.21,0.38,0,4,0.010958904109589041,8.3,0.16,0.66,0.34,33.4,0.7711864406779658,-0.05325581395348832,-0.3008595988538682,-0.30180180180180183
1991,366,706.7,154.6,22.1,80.45,492.9,172.6,919.2,22.4,25.6,21.4,25.4,1.03,0.168,15.6,3.3,12.3,0.259,0.111,0.417,0,0,0,0,0,0,0.448,0.036,0.33,0.22,0.41,0,0,0,3.3,0.21,0.79,0.21,45.3,0.9527996070726915,-0.17825581395348833,-0.5530085959885386,-0.5559459459459459
1992,365,795.7,192.8,24.67,90.83,878.9,163.3,3612,15.1,25.6,13.3,25.4,1.87,0.183,27.7,4.19,16.2,0.238,0.0595,0.457,0,0,0,0,0,0,0.505,0.33,0.071,0.23,0.37,0,0,0,11.5,0.15,0.58,0.42,28.7,0.8379396984924621,-0.07476744186046506,-0.20630372492836674,-0.2081981981981982
1993,365,718.1,192.8,18.84,81.97,578.6,156.8,1812,19.5,25.6,17.6,25.4,1.87,0.139,18.2,3.51,13.4,0.276,0.0891,0.459,0,0,0,0,0,0,0.455,0.21,0.12,0.17,0.5,0,0,0,4.8,0.19,0.74,0.26,39.5,0.95,-0.16499999999999998,-0.4785100286532951,-0.47873873873873873
1994,365,567.9,192.8,0,64.83,416.8,134.4,1250,21.3,25.6,19.6,25.4,1.74,0.0994,13.1,2.89,10.2,0.294,0.1,0.539,0,17,0,0,0.047,0,0.36,0.13,0.085,0.22,0.57,0,17,0.04657534246575343,2.9,0.22,0.78,0.22,43.4,0.98688605108055,-0.3396511627906977,-0.6246418338108882,-0.6245045045045046
1995,366,514.5,144.6,0,58.58,370.6,127.7,851.4,22.7,25.6,21.8,25.4,0.929,0.0994,11.7,2.87,8.85,0.3,0.147,0.536,0,15,0,0,0.041,0,0.326,0,0.19,0.24,0.56,0,15,0.0410958904109589,2.85,0.25,0.76,0.24,44,1,-0.40174418604651163,-0.664756446991404,-0.6661261261261261
1996,365,767.9,192.8,17,87.67,556.8,127.7,1388,20.9,25.6,19.1,25.4,1.79,0.12,17.6,3.23,14.1,0.248,0.109,0.452,0,0,0,0,0,0,0.487,0.24,0.13,0.18,0.45,0,0,0,3.5,0.18,0.8,0.2,43.6,0.9043956043956045,-0.10709302325581398,-0.495702005730659,-0.4983783783783784
1997,365,815.7,192.8,20.17,93.12,1098,155.5,3553,15.3,25.6,13.4,25.4,1.87,0.154,34.6,5.06,17.5,0.244,0.0539,0.564,0,0,0,0,0,0,0.517,0.35,0.11,0.18,0.36,0,0,0,17.1,0.15,0.51,0.49,23.6,0.7584745762711863,-0.05151162790697669,-0.008595988538681867,-0.010810810810810811
1998,365,831.4,192.8,21.74,94.9,1061,171.9,3389,15.6,25.6,13.7,25.4,1.87,0.164,33.5,4.85,17.6,0.245,0.064,0.564,0,0,0,0,0,0,0.527,0.35,0.12,0.19,0.34,0,0,0,15.9,0.14,0.53,0.47,24.8,0.6904109589041096,-0.0332558139534884,-0.04011461318051572,-0.044144144144144144
