exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.25,1346.8,0.25,51.3,10.4,10.4,10.6,112,195,0.14,1152,0.86,1096,55.8,12.6,1.64,1.67,-8.95,48.9,63.9,12.1,12.1,1.64,161,1180,990,969,21,0.822,0.475,0.0226,1.3,0.0618,4,0.531,1.83,0.087,19.2,0.938,0.98,0.919,48.3,47.4,189,1490000
0.26,1295.2,0.26,50.1,10.2,10.1,10.1,106,187,0.14,1108,0.86,1084,24.4,5.49,0.754,0.757,-9.34,26.7,55.6,11,10.8,0.754,133,1160,990,968.8,21.2,0.788,0.459,0.0217,1.25,0.0589,4,0.52,1.77,0.0835,19.4,0.938,0.98,0.92,48.4,47.4,190,1630000
0.27,1243.4,0.27,49.8,10.1,9.8,9.66,104,184,0.15,1060,0.85,1057,3.06,0.69,0.0756,0.0756,-9.59,11.8,50.5,10.1,9.88,0.0756,116,1130,990,968.7,21.3,0.739,0.425,0.0199,1.16,0.0546,4,0.495,1.66,0.0777,19.7,0.939,0.98,0.92,47.9,46.9,188,1850000
0.28,1199.8,0.28,49.6,9.86,9.57,9.29,104,182,0.15,1018,0.85,1018,0,0,0,0,-9.29,9.29,49.6,9.86,9.57,0,113,1090,990,968.5,21.5,0.679,0.379,0.0177,1.06,0.0493,4,0.459,1.52,0.0707,20,0.939,0.98,0.92,46.7,45.8,183,1690000
0.29,1160.2,0.29,49.2,9.62,9.18,8.77,102,178,0.15,981.9,0.85,981.9,0,0,0,0,-8.77,8.77,49.2,9.62,9.18,0,110,1050,990,968.4,21.6,0.63,0.341,0.0158,0.971,0.045,4,0.427,1.4,0.0647,20.2,0.939,0.98,0.92,45.6,44.7,179,1390000
0.30,1115.9,0.3,48.5,9.43,8.86,8.32,97.6,173,0.15,943.1,0.85,943.1,0,0,0,0,-8.32,8.32,48.5,9.43,8.86,0,106,1010,990,968.3,21.7,0.582,0.305,0.014,0.887,0.0408,4,0.394,1.28,0.0589,20.5,0.938,0.98,0.919,44.4,43.5,174,1530000
0.31,1062.7,0.31,48,9.38,8.75,8.04,95.9,170,0.16,892.6,0.84,892.6,0,0,0,0,-8.04,8.04,48,9.38,8.75,0,104,959,990,968.1,21.9,0.533,0.264,0.0121,0.797,0.0364,4,0.353,1.15,0.0525,20.8,0.936,0.979,0.916,42.5,41.6,166,1690000
0.32,1034.9,0.32,47.8,9.12,8.39,7.64,95.1,168,0.16,866.9,0.84,866.9,0,0,0,0,-7.64,7.64,47.8,9.12,8.39,0,103,932,990,968,22,0.508,0.244,0.0111,0.752,0.0342,3.9959016393442623,0.334,1.09,0.0494,20.9,0.935,0.978,0.915,41.6,40.7,163,952000
0.33,1004.5,0.33,47.2,8.9,8.08,7.22,92.8,164,0.16,840.4,0.84,840.4,0,0,0,0,-7.22,7.22,47.2,8.9,8.08,0,100,905,990,967.9,22.1,0.483,0.224,0.0101,0.707,0.032,3.926630434782609,0.327,1.03,0.0468,21.1,0.935,0.978,0.914,41.4,40.5,159,1400000
0.34,975.32,0.34,47.5,8.86,8.06,7.2,92.7,164,0.17,811,0.83,811,0,0,0,0,-7.2,7.2,47.5,8.86,8.06,0,99.9,875,990,967.8,22.2,0.456,0.203,0.00915,0.66,0.0297,3.8474226804123712,0.32,0.979,0.0441,21.2,0.934,0.977,0.913,41.2,40.3,154,1790000
0.35,940.66,0.35,46.8,8.81,7.91,6.97,90.1,161,0.17,780,0.83,780,0,0,0,0,-6.97,6.97,46.8,8.81,7.91,0,97.1,844,990,967.7,22.3,0.427,0.182,0.00815,0.609,0.0273,3.7375328083989503,0.316,0.926,0.0414,21.4,0.934,0.976,0.912,41.3,40.3,149,1360000
0.36,910.78,0.36,45.3,8.6,7.45,6.23,83.6,151,0.17,759.7,0.83,759.7,0,0,0,0,-6.23,6.23,45.3,8.6,7.45,0,89.8,821,990,967.5,22.5,0.408,0.171,0.0076,0.578,0.0258,3.789757412398922,0.291,0.869,0.0387,21.6,0.932,0.974,0.908,39.9,38.8,146,1300000
0.37,887.94,0.37,45.4,8.55,7.46,6.38,85,153,0.17,735.1,0.83,735.1,0,0,0,0,-6.38,6.38,45.4,8.55,7.46,0,91.4,797,990,967.5,22.5,0.387,0.159,0.00706,0.546,0.0242,3.652,0.296,0.843,0.0374,21.7,0.932,0.974,0.908,40.4,39.4,142,852000
0.38,864.59,0.38,45.1,8.26,7.14,6.02,83.2,150,0.17,714.8,0.83,714.8,0,0,0,0,-6.02,6.02,45.1,8.26,7.14,0,89.2,775,990,967.4,22.6,0.369,0.15,0.00661,0.519,0.0229,3.215311004784689,0.361,0.88,0.0389,21.8,0.937,0.978,0.917,45,44,140,1400000
0.39,844.69,0.39,44.5,8.34,7.18,6.02,81.6,148,0.17,697.1,0.83,697.1,0,0,0,0,-6.02,6.02,44.5,8.34,7.18,0,87.6,757,990,967.3,22.7,0.357,0.142,0.00623,0.499,0.0219,3.1116751269035534,0.362,0.861,0.0379,21.9,0.938,0.979,0.918,45.3,44.4,137,1300000
0.40,822.04,0.4,45.4,8.41,7.32,6.26,84.8,152,0.19,669.9,0.81,669.9,0,0,0,0,-6.26,6.26,45.4,8.41,7.32,0,91.1,731,990,967.2,22.8,0.342,0.131,0.00576,0.473,0.0207,3.0092879256965945,0.352,0.826,0.0362,22,0.938,0.979,0.918,45,44.1,133,1030000
0.41,797.39,0.41,44.9,8.27,7.19,6.13,83,150,0.19,647.8,0.81,647.8,0,0,0,0,-6.13,6.13,44.9,8.27,7.19,0,89.2,708,990,967.1,22.9,0.329,0.124,0.0054,0.453,0.0198,3,0.331,0.784,0.0342,22.1,0.936,0.979,0.916,43.9,42.9,129,983000
0.42,772.12,0.42,43.5,7.82,6.64,5.54,78,141,0.18,630.6,0.82,630.6,0,0,0,0,-5.54,5.54,43.5,7.82,6.64,0,83.5,689,990,967,23,0.318,0.118,0.00514,0.436,0.019,3,0.314,0.75,0.0326,22.3,0.935,0.978,0.915,42.9,42,126,1680000
0.43,755,0.43,45.1,8.27,7.25,6.38,84.6,152,0.2,603.4,0.8,603.4,0,0,0,0,-6.38,6.38,45.1,8.27,7.25,0,91,664,990,966.9,23.1,0.304,0.109,0.00472,0.413,0.0179,3,0.288,0.701,0.0304,22.4,0.932,0.977,0.911,41.2,40.2,121,510000
0.44,735.06,0.44,44.3,7.91,6.72,5.69,80.1,145,0.2,590.4,0.8,590.4,0,0,0,0,-5.69,5.69,44.3,7.91,6.72,0,85.8,649,990,966.8,23.2,0.296,0.105,0.00453,0.401,0.0173,2.9961612284069097,0.277,0.677,0.0292,22.5,0.932,0.977,0.91,40.5,39.6,119,1480000
0.45,706.3,0.45,45,8.12,7,6.06,83.2,149,0.21,556.9,0.79,556.9,0,0,0,0,-6.06,6.06,45,8.12,7,0,89.3,617,990,966.7,23.3,0.277,0.0934,0.00401,0.371,0.0159,2.981707317073171,0.249,0.62,0.0266,22.7,0.928,0.975,0.905,38.6,37.6,112,882000
0.46,684.23,0.46,44.5,7.85,6.71,5.64,80.6,145,0.21,538.9,0.79,538.9,0,0,0,0,-5.64,5.64,44.5,7.85,6.71,0,86.3,598,990,966.6,23.4,0.266,0.0871,0.00373,0.353,0.0151,2.862857142857143,0.258,0.611,0.0262,22.8,0.929,0.974,0.906,39.4,38.4,109,914000
0.47,662.89,0.47,45,8.04,6.89,5.82,81.9,148,0.22,515.2,0.78,515.2,0,0,0,0,-5.82,5.82,45,8.04,6.89,0,87.7,575,990,966.6,23.4,0.253,0.0789,0.00336,0.332,0.0142,2.782608695652174,0.252,0.584,0.0249,22.9,0.929,0.973,0.904,39.1,38.1,104,691000
0.48,646.44,0.48,44.8,8.16,6.94,5.77,81.3,147,0.23,499.4,0.77,499.4,0,0,0,0,-5.77,5.77,44.8,8.16,6.94,0,87.1,559,990,966.5,23.5,0.245,0.0736,0.00313,0.318,0.0135,2.697749196141479,0.255,0.573,0.0244,22.9,0.929,0.973,0.904,39.4,38.4,102,758000
0.49,629.49,0.49,44.7,7.92,6.73,5.65,80.9,146,0.23,483.6,0.77,483.6,0,0,0,0,-5.65,5.65,44.7,7.92,6.73,0,86.5,543,990,966.4,23.6,0.236,0.0689,0.00292,0.305,0.0129,2.647191011235955,0.249,0.554,0.0235,23,0.928,0.974,0.904,39.1,38.1,98.7,1050000
0.50,606.94,0.5,44.4,7.82,6.64,5.54,80.1,144,0.24,462.5,0.76,462.5,0,0,0,0,-5.54,5.54,44.4,7.82,6.64,0,85.6,521,990,966.3,23.7,0.225,0.0632,0.00267,0.288,0.0122,2.6185897435897436,0.232,0.52,0.022,23.2,0.927,0.973,0.902,37.9,36.9,94.6,708000
0.51,589.71,0.51,45.7,8.05,6.9,5.7,83.4,150,0.25,439.9,0.75,439.9,0,0,0,0,-5.7,5.7,45.7,8.05,6.9,0,89.1,501,990,966.3,23.7,0.215,0.058,0.00244,0.273,0.0115,2.4523809523809526,0.243,0.516,0.0217,23.2,0.928,0.974,0.904,38.9,37.9,90.5,730000
0.52,568.22,0.52,44.9,7.97,6.74,5.47,80.3,145,0.26,422.8,0.74,422.8,0,0,0,0,-5.47,5.47,44.9,7.97,6.74,0,85.8,482,990,966.2,23.8,0.206,0.0546,0.00229,0.261,0.0109,2.1717791411042944,0.281,0.542,0.0227,23.3,0.932,0.976,0.91,42.1,41.2,87.9,1030000
0.53,548.01,0.53,45.1,8.02,6.83,5.59,81.4,147,0.27,401.1,0.73,401.1,0,0,0,0,-5.59,5.59,45.1,8.02,6.83,0,87,461,990,966.1,23.9,0.198,0.0502,0.0021,0.248,0.0104,2.099737532808399,0.267,0.515,0.0215,23.4,0.931,0.976,0.908,41.2,40.3,83.7,765000
0.54,530.67,0.54,44.2,7.78,6.52,5.18,77.9,142,0.27,389.1,0.73,389.1,0,0,0,0,-5.18,5.18,44.2,7.78,6.52,0,83.1,448,990,966,24,0.194,0.0478,0.00199,0.241,0.0101,2.037135278514589,0.263,0.505,0.021,23.5,0.931,0.976,0.908,41.2,40.2,81.5,738000
0.55,513.66,0.55,45,7.91,6.71,5.38,80.6,146,0.28,368.1,0.72,368.1,0,0,0,0,-5.38,5.38,45,7.91,6.71,0,86,428,990,965.9,24.1,0.186,0.0436,0.00181,0.23,0.00955,2,0.243,0.473,0.0196,23.6,0.928,0.976,0.906,39.6,38.6,77.3,595000
0.56,501.33,0.56,44.2,7.75,6.6,5.19,77.5,141,0.28,360.1,0.72,360.1,0,0,0,0,-5.19,5.19,44.2,7.75,6.6,0,82.7,419,990,965.9,24.1,0.183,0.042,0.00174,0.225,0.00933,2,0.232,0.458,0.019,23.7,0.927,0.975,0.904,38.8,37.8,75.7,665000
0.57,490.36,0.57,43.8,7.63,6.45,4.98,76.2,139,0.28,351.2,0.72,351.2,0,0,0,0,-4.98,4.98,43.8,7.63,6.45,0,81.2,409,990,965.8,24.2,0.18,0.0402,0.00166,0.22,0.0091,2,0.222,0.442,0.0183,23.8,0.925,0.975,0.902,37.9,36.9,73.9,585000
0.58,480.89,0.58,43.9,7.66,6.42,4.92,75.6,139,0.29,342.4,0.71,342.4,0,0,0,0,-4.92,4.92,43.9,7.66,6.42,0,80.5,400,990,965.8,24.2,0.177,0.0385,0.00159,0.215,0.00888,2,0.21,0.425,0.0176,23.8,0.924,0.974,0.9,37,36,72,658000
0.59,471.45,0.59,44,7.55,6.36,4.76,75.3,138,0.29,333.5,0.71,333.5,0,0,0,0,-4.76,4.76,44,7.55,6.36,0,80.1,391,990,965.7,24.3,0.174,0.0367,0.00151,0.21,0.00866,2,0.199,0.41,0.0169,23.9,0.922,0.973,0.897,36,35.1,70.1,612000
0.60,456.33,0.6,44.3,7.71,6.48,4.88,76.3,140,0.31,316.7,0.69,316.7,0,0,0,0,-4.88,4.88,44.3,7.71,6.48,0,81.1,375,990,965.7,24.3,0.168,0.0333,0.00137,0.201,0.00827,2,0.18,0.381,0.0157,24,0.919,0.971,0.893,34.2,33.3,66.5,575000
0.61,445.21,0.61,43.5,7.57,6.33,4.68,73.2,135,0.3,309.9,0.7,309.9,0,0,0,0,-4.68,4.68,43.5,7.57,6.33,0,77.9,367,990,965.6,24.4,0.165,0.032,0.00131,0.197,0.00808,2,0.172,0.369,0.0151,24,0.918,0.971,0.891,33.5,32.6,65.1,575000
0.62,436.55,0.62,43.4,7.52,6.24,4.67,73.2,135,0.31,301.6,0.69,301.6,0,0,0,0,-4.67,4.67,43.4,7.52,6.24,0,77.9,359,990,965.6,24.4,0.162,0.0303,0.00124,0.192,0.00788,2,0.163,0.356,0.0146,24.1,0.916,0.97,0.889,32.6,31.7,63.4,478000
0.63,427.84,0.63,43.4,7.46,6.11,4.49,72.5,134,0.31,293.9,0.69,293.9,0,0,0,0,-4.49,4.49,43.4,7.46,6.11,0,77,351,990,965.5,24.5,0.159,0.0288,0.00118,0.188,0.00769,2,0.155,0.343,0.014,24.1,0.914,0.97,0.887,31.8,30.9,61.8,566000
0.64,418.93,0.64,42.8,7.4,6.07,4.47,70.8,131,0.31,287.5,0.69,287.5,0,0,0,0,-4.47,4.47,42.8,7.4,6.07,0,75.3,344,990,965.5,24.5,0.157,0.0275,0.00112,0.184,0.00752,2,0.148,0.333,0.0136,24.2,0.913,0.97,0.886,31.1,30.2,60.4,468000
0.65,407.18,0.65,43.1,7.34,5.99,4.33,70.8,132,0.32,275.7,0.68,275.7,0,0,0,0,-4.33,4.33,43.1,7.34,5.99,0,75.1,332,990,965.4,24.6,0.153,0.0251,0.00102,0.178,0.00724,1.9293286219081272,0.154,0.332,0.0135,24.2,0.913,0.971,0.887,31.6,30.7,58.1,789000
0.66,395.36,0.66,42.2,7.11,5.75,4.16,68.5,128,0.32,267.6,0.68,267.6,0,0,0,0,-4.16,4.16,42.2,7.11,5.75,0,72.7,323,990,965.4,24.6,0.149,0.0235,0.000955,0.173,0.00702,1.8594249201277955,0.162,0.335,0.0136,24.3,0.915,0.971,0.889,32.4,31.5,56.6,425000
0.67,389.48,0.67,42.2,7.12,5.71,4.09,68.3,127,0.33,262.1,0.67,262.1,0,0,0,0,-4.09,4.09,42.2,7.12,5.71,0,72.3,317,990,965.3,24.7,0.147,0.0224,0.000909,0.17,0.00689,1.885,0.149,0.319,0.0129,24.3,0.912,0.971,0.886,31.2,30.3,55.4,266000
0.68,382.71,0.68,42.7,7.13,5.75,3.96,68.1,128,0.33,255,0.67,255,0,0,0,0,-3.96,3.96,42.7,7.13,5.75,0,72.1,311,990,965.3,24.7,0.145,0.021,0.000851,0.166,0.00673,1.9221238938053098,0.133,0.299,0.0121,24.4,0.909,0.971,0.882,29.4,28.6,53.8,729000
0.69,373.89,0.69,42.6,7.23,5.79,4.16,69.6,129,0.35,244.5,0.65,244.5,0,0,0,0,-4.16,4.16,42.6,7.23,5.79,0,73.7,300,990,965.3,24.7,0.141,0.019,0.000769,0.16,0.00649,1.7047619047619047,0.176,0.336,0.0136,24.4,0.915,0.973,0.891,33.6,32.7,52,262000
0.70,364.78,0.7,42.1,7.08,5.56,3.98,66.8,126,0.34,239.2,0.66,239.2,0,0,0,0,-3.98,3.98,42.1,7.08,5.56,0,70.8,294,990,965.2,24.8,0.139,0.0179,0.000724,0.157,0.00635,1.7351351351351352,0.161,0.318,0.0129,24.5,0.913,0.972,0.888,32.2,31.3,50.9,452000
0.71,354.43,0.71,41.9,6.94,5.52,3.86,65.7,124,0.35,230.5,0.65,230.5,0,0,0,0,-3.86,3.86,41.9,6.94,5.52,0,69.6,285,990,965.2,24.8,0.136,0.0162,0.000653,0.152,0.00613,1.5986078886310904,0.185,0.337,0.0136,24.5,0.916,0.974,0.892,34.5,33.7,49.3,510000
0.72,344.05,0.72,41.8,6.87,5.31,3.78,65.2,123,0.36,221.1,0.64,221.1,0,0,0,0,-3.78,3.78,41.8,6.87,5.31,0,69,275,990,965.1,24.9,0.133,0.0145,0.000583,0.147,0.00591,1.5770750988142292,0.175,0.322,0.0129,24.6,0.914,0.974,0.891,33.6,32.8,47.4,575000
0.73,337.27,0.73,41.1,6.65,5.04,3.58,62.9,119,0.35,218,0.65,218,0,0,0,0,-3.58,3.58,41.1,6.65,5.04,0,66.5,271,990,965.1,24.9,0.131,0.0139,0.000558,0.145,0.00582,1.5324074074074074,0.181,0.326,0.0131,24.6,0.915,0.974,0.892,34.3,33.5,46.8,243000
0.74,330.67,0.74,40.7,6.57,4.93,3.54,61.9,118,0.36,213,0.64,213,0,0,0,0,-3.54,3.54,40.7,6.57,4.93,0,65.4,265,990,965.1,24.9,0.129,0.0131,0.000524,0.142,0.0057,1.4678714859437751,0.191,0.333,0.0133,24.6,0.917,0.975,0.893,35.3,34.4,45.9,548000
0.75,323.42,0.75,40.6,6.59,4.93,3.47,61,117,0.36,206.9,0.64,206.9,0,0,0,0,-3.47,3.47,40.6,6.59,4.93,0,64.4,259,990,965,25,0.127,0.012,0.000479,0.139,0.00556,1.286096256684492,0.225,0.364,0.0146,24.6,0.923,0.976,0.901,38.9,38,45,404000
0.76,317.33,0.76,40.1,6.42,4.79,3.39,59.7,114,0.36,202.9,0.64,202.9,0,0,0,0,-3.39,3.39,40.1,6.42,4.79,0,63,254,990,965,25,0.125,0.0113,0.000452,0.137,0.00546,1.1658291457286432,0.244,0.381,0.0152,24.6,0.928,0.977,0.906,41.1,40.2,44.4,212000
0.77,311.07,0.77,40.6,6.48,4.76,3.46,61.2,117,0.37,194.6,0.63,194.6,0,0,0,0,-3.46,3.46,40.6,6.48,4.76,0,64.7,246,990,965,25,0.122,0.01,0.000399,0.132,0.00529,1.1121718377088305,0.239,0.371,0.0148,24.7,0.928,0.977,0.906,40.8,39.9,42.6,429000
0.78,303.81,0.78,39.7,6.27,4.55,3.23,58,112,0.37,192,0.63,192,0,0,0,0,-3.23,3.23,39.7,6.27,4.55,0,61.3,243,990,964.9,25.1,0.121,0.00966,0.000385,0.131,0.00522,1.104,0.235,0.365,0.0146,24.7,0.927,0.977,0.906,40.5,39.6,42.2,379000
0.79,296.67,0.79,39.4,6.2,4.47,3.21,57.5,111,0.37,185.9,0.63,185.9,0,0,0,0,-3.21,3.21,39.4,6.2,4.47,0,60.7,236,990,964.9,25.1,0.119,0.00897,0.000357,0.128,0.00509,1.125,0.214,0.342,0.0136,24.8,0.924,0.976,0.902,38.6,37.7,40.7,321000
0.80,288.97,0.8,39.4,6.22,4.38,3.18,57.5,111,0.38,178.3,0.62,178.3,0,0,0,0,-3.18,3.18,39.4,6.22,4.38,0,60.7,228,990,964.9,25.1,0.116,0.00797,0.000317,0.124,0.00493,1.0257510729613735,0.22,0.344,0.0137,24.8,0.926,0.976,0.904,39.5,38.6,39.2,438000
