exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.21,1678.5,0.21,52.3,10.8,11,11.8,123,209,0.12,1470,0.88,1100,370,47.7,7.16,11.3,-0.71,304,100,18,22.3,11.1,427,1240,990,970.1,19.9,0.919,0.648,0.0325,1.57,0.0786,4,0.3,1.87,0.0937,18.1,0.951,0.98,0.932,46.4,45.4,182,1410000
0.22,1588,0.22,52.3,10.8,10.9,11.7,124,210,0.13,1378,0.87,1100,278,47.4,7.12,8.44,-3.38,219,99.8,17.9,19.4,8.35,343,1240,990,969.8,20.2,0.911,0.648,0.032,1.56,0.0771,4,0.3,1.86,0.0919,18.4,0.952,0.98,0.933,47.2,46.2,185,1570000
0.23,1510.4,0.23,52.4,10.6,10.7,11.3,120,205,0.14,1306,0.86,1100,206,44.2,6.05,6.29,-5.11,154,96.6,16.6,17,6.17,274,1230,990,969.5,20.5,0.894,0.648,0.0316,1.54,0.0753,4,0.3,1.84,0.09,18.6,0.952,0.98,0.933,47.9,46.9,188,1280000
0.24,1434.6,0.24,50.9,10.2,10.2,10.4,114,195,0.14,1239,0.86,1100,139,31.5,4.22,4.25,-6.18,106,82.4,14.4,14.5,4.22,219,1210,990,969.3,20.7,0.862,0.648,0.0313,1.51,0.0728,4,0.3,1.81,0.0873,18.9,0.952,0.98,0.933,48.6,47.6,190,1820000
0.25,1369.9,0.25,51.1,10.4,10.4,10.5,112,194,0.14,1176,0.86,1099,76.9,17.4,2.28,2.33,-8.2,63,68.6,12.7,12.7,2.28,175,1190,990,969.1,20.9,0.835,0.646,0.0309,1.48,0.0707,4,0.3,1.78,0.0851,19.2,0.953,0.98,0.934,49.2,48.2,193,1460000
0.26,1301.5,0.26,49.8,10.2,9.97,9.91,105,185,0.14,1116,0.86,1086,30.9,6.98,0.89,0.924,-9.02,31.1,56.8,11.1,10.9,0.89,136,1160,990,968.8,21.2,0.793,0.616,0.0291,1.41,0.0666,4,0.297,1.71,0.0806,19.4,0.954,0.98,0.935,49.4,48.4,193,1600000
0.27,1219.9,0.27,49.4,10.1,9.72,9.38,103,182,0.15,1038,0.85,1037,1.05,0.251,0.0317,0.0317,-9.35,10.1,49.7,10.1,9.76,0.0317,113,1110,990,968.6,21.4,0.708,0.521,0.0243,1.23,0.0574,4,0.286,1.52,0.0708,19.9,0.955,0.98,0.936,48.3,47.3,189,1580000
0.28,1180.4,0.28,49,9.78,9.4,8.97,102,179,0.15,1002,0.85,1002,0,0,0,0,-8.97,8.97,49,9.78,9.4,0,111,1070,990,968.5,21.5,0.656,0.461,0.0214,1.12,0.0519,4,0.278,1.4,0.0648,20.1,0.955,0.98,0.936,47.2,46.3,185,1500000
0.29,1133.3,0.29,48.9,9.54,9.05,8.54,99.7,176,0.16,957.5,0.84,957.5,0,0,0,0,-8.54,8.54,48.9,9.54,9.05,0,108,1020,990,968.3,21.7,0.599,0.406,0.0187,1,0.0463,4,0.265,1.27,0.0586,20.4,0.955,0.98,0.936,45.8,44.8,179,1900000
0.30,1101.4,0.3,49,9.41,8.89,8.3,99,175,0.16,926.8,0.84,926.8,0,0,0,0,-8.3,8.3,49,9.41,8.89,0,107,994,990,968.2,21.8,0.565,0.388,0.0178,0.953,0.0437,4,0.255,1.21,0.0555,20.6,0.955,0.98,0.936,44.6,43.7,175,701000
0.31,1080.7,0.31,47.9,9.43,8.8,8.11,95.8,170,0.16,910.7,0.84,910.7,0,0,0,0,-8.11,8.11,47.9,9.43,8.8,0,104,977,990,968.2,21.8,0.549,0.38,0.0174,0.929,0.0425,4,0.25,1.18,0.054,20.7,0.955,0.979,0.935,44.1,43.2,173,1760000
0.32,1046.8,0.32,47.8,9.13,8.42,7.65,94.6,168,0.16,879.3,0.84,879.3,0,0,0,0,-7.65,7.65,47.8,9.13,8.42,0,102,945,990,968,22,0.52,0.365,0.0166,0.884,0.0403,4,0.245,1.13,0.0514,20.8,0.955,0.979,0.935,43.8,42.9,168,1340000
0.33,1009.9,0.33,47.4,8.88,8.08,7.26,93.1,165,0.16,845.1,0.84,845.1,0,0,0,0,-7.26,7.26,47.4,8.88,8.08,0,100,910,990,967.9,22.1,0.488,0.348,0.0158,0.835,0.0379,4,0.242,1.08,0.0488,21,0.955,0.979,0.935,43.8,42.8,163,1290000
0.34,969.05,0.34,47.8,8.92,8.15,7.34,94,166,0.17,802.9,0.83,802.9,0,0,0,0,-7.34,7.34,47.8,8.92,8.15,0,101,868,990,967.8,22.2,0.449,0.327,0.0147,0.776,0.0349,4,0.238,1.01,0.0456,21.2,0.955,0.979,0.934,43.5,42.5,156,1030000
0.35,940.23,0.35,46.7,8.81,7.93,7.02,90,160,0.17,779.8,0.83,779.8,0,0,0,0,-7.02,7.02,46.7,8.81,7.93,0,97,843,990,967.7,22.3,0.427,0.315,0.0141,0.742,0.0332,4,0.237,0.979,0.0438,21.4,0.955,0.978,0.934,43.8,42.7,152,1420000
0.36,903.38,0.36,46.1,8.6,7.57,6.55,87,156,0.17,747.5,0.83,747.5,0,0,0,0,-6.55,6.55,46.1,8.6,7.57,0,93.6,810,990,967.5,22.5,0.398,0.298,0.0132,0.696,0.0309,4,0.264,0.96,0.0427,21.5,0.956,0.979,0.936,48.3,47.1,147,1340000
0.37,878.65,0.37,44.4,8.63,7.41,6.17,81.4,148,0.17,730.7,0.83,730.7,0,0,0,0,-6.17,6.17,44.4,8.63,7.41,0,87.5,791,990,967.4,22.6,0.383,0.288,0.0128,0.671,0.0297,4,0.265,0.935,0.0414,21.7,0.956,0.98,0.937,48.5,47.4,145,1030000
0.38,843.99,0.38,45.3,8.25,7.11,6,83.5,150,0.18,693.9,0.82,693.9,0,0,0,0,-6,6,45.3,8.25,7.11,0,89.5,755,990,967.3,22.7,0.356,0.264,0.0116,0.62,0.0273,3,0.255,0.875,0.0385,21.8,0.956,0.98,0.937,47.4,46.4,139,1480000
0.39,818.37,0.39,44.7,8.32,7.18,6,81.6,148,0.18,670.6,0.82,670.6,0,0,0,0,-6,6,44.7,8.32,7.18,0,87.6,731,990,967.2,22.8,0.342,0.249,0.0109,0.591,0.0259,3,0.244,0.835,0.0366,22,0.956,0.98,0.937,46.1,45.2,135,901000
0.40,790.82,0.4,45,8.35,7.19,6.12,83.4,150,0.19,640.7,0.81,640.7,0,0,0,0,-6.12,6.12,45,8.35,7.19,0,89.5,701,990,967.1,22.9,0.325,0.229,0.00998,0.554,0.0242,3,0.231,0.785,0.0342,22.2,0.955,0.979,0.935,44.3,43.4,130,1210000
0.41,760.76,0.41,44.9,8.25,7.16,6.1,82.7,149,0.2,611.7,0.8,611.7,0,0,0,0,-6.1,6.1,44.9,8.25,7.16,0,88.8,672,990,966.9,23.1,0.308,0.21,0.00909,0.518,0.0225,3,0.219,0.737,0.032,22.3,0.954,0.978,0.933,42.8,41.8,125,855000
0.42,740.41,0.42,44.5,8.04,6.9,5.87,81.4,147,0.2,593.7,0.8,593.7,0,0,0,0,-5.87,5.87,44.5,8.04,6.9,0,87.3,653,990,966.9,23.1,0.298,0.198,0.00855,0.495,0.0214,3,0.214,0.709,0.0306,22.4,0.954,0.978,0.933,42.1,41.2,122,868000
0.43,720.68,0.43,44,7.84,6.69,5.61,79.4,143,0.2,577.2,0.8,577.2,0,0,0,0,-5.61,5.61,44,7.84,6.69,0,85,636,990,966.8,23.2,0.288,0.187,0.00805,0.475,0.0204,3,0.212,0.687,0.0296,22.5,0.953,0.978,0.932,42.1,41.1,119,955000
0.44,700.31,0.44,44.6,8,6.84,5.86,81.7,147,0.21,553.2,0.79,553.2,0,0,0,0,-5.86,5.86,44.6,8,6.84,0,87.6,613,990,966.7,23.3,0.275,0.172,0.00737,0.446,0.0192,3,0.211,0.657,0.0282,22.6,0.953,0.977,0.931,42.1,41.1,114,905000
0.45,675.14,0.45,44.9,7.93,6.76,5.73,81.7,147,0.22,528.2,0.78,528.2,0,0,0,0,-5.73,5.73,44.9,7.93,6.76,0,87.4,588,990,966.6,23.4,0.261,0.156,0.00667,0.417,0.0178,3,0.204,0.621,0.0265,22.8,0.952,0.976,0.929,41.3,40.3,110,1080000
0.46,649.31,0.46,44.9,7.98,6.88,5.9,82.4,148,0.23,501.2,0.77,501.2,0,0,0,0,-5.9,5.9,44.9,7.98,6.88,0,88.3,561,990,966.5,23.5,0.246,0.14,0.00594,0.385,0.0164,3,0.201,0.586,0.025,22.9,0.952,0.975,0.927,41,40,104,954000
0.47,624.65,0.47,45.1,8.05,6.9,5.87,82.4,148,0.24,476.3,0.76,476.3,0,0,0,0,-5.87,5.87,45.1,8.05,6.9,0,88.2,536,990,966.4,23.6,0.233,0.125,0.00531,0.358,0.0152,3,0.202,0.56,0.0237,23,0.951,0.975,0.927,41.4,40.3,99.6,679000
0.48,608.05,0.48,45.2,8.07,6.91,5.86,83.1,149,0.25,458.9,0.75,458.9,0,0,0,0,-5.86,5.86,45.2,8.07,6.91,0,89,519,990,966.3,23.7,0.224,0.116,0.0049,0.34,0.0144,3,0.207,0.547,0.0231,23.1,0.952,0.976,0.929,42.3,41.2,96.3,772000
0.49,588.43,0.49,44.6,7.81,6.62,5.52,80,145,0.25,443.9,0.75,443.9,0,0,0,0,-5.52,5.52,44.6,7.81,6.62,0,85.6,503,990,966.2,23.8,0.216,0.109,0.00457,0.324,0.0137,3,0.221,0.546,0.023,23.2,0.953,0.977,0.932,44.8,43.7,93.9,760000
0.50,571.64,0.5,44.5,7.86,6.68,5.57,80.5,145,0.25,426.5,0.75,426.5,0,0,0,0,-5.57,5.57,44.5,7.86,6.68,0,86.1,486,990,966.2,23.8,0.208,0.1,0.00421,0.308,0.0129,3,0.224,0.532,0.0223,23.3,0.954,0.978,0.933,45.4,44.3,90.7,561000
0.51,561.79,0.51,45.2,7.97,6.78,5.56,81.6,147,0.26,414.6,0.74,414.6,0,0,0,0,-5.56,5.56,45.2,7.97,6.78,0,87.2,475,990,966.1,23.9,0.203,0.0947,0.00397,0.298,0.0125,3,0.221,0.519,0.0218,23.4,0.954,0.978,0.934,45.1,44.1,88.5,801000
0.52,547.67,0.52,45.3,8.04,6.84,5.58,81.8,148,0.27,400.1,0.73,400.1,0,0,0,0,-5.58,5.58,45.3,8.04,6.84,0,87.4,460,990,966.1,23.9,0.198,0.0878,0.00367,0.286,0.0119,2,0.213,0.498,0.0208,23.4,0.953,0.977,0.932,43.8,42.9,85.7,881000
0.53,531.75,0.53,45,8.01,6.84,5.57,81.1,146,0.28,385.3,0.72,385.3,0,0,0,0,-5.57,5.57,45,8.01,6.84,0,86.6,445,990,966,24,0.193,0.0809,0.00337,0.273,0.0114,2,0.203,0.476,0.0198,23.5,0.952,0.977,0.93,42.3,41.4,82.7,647000
0.54,516.84,0.54,44.2,7.78,6.55,5.2,78.1,142,0.27,375,0.73,375,0,0,0,0,-5.2,5.2,44.2,7.78,6.55,0,83.3,434,990,965.9,24.1,0.189,0.076,0.00316,0.265,0.011,2,0.196,0.46,0.0191,23.6,0.951,0.976,0.929,41.3,40.4,80.7,693000
0.55,499.7,0.55,44.8,7.86,6.65,5.28,79.5,144,0.29,355.6,0.71,355.6,0,0,0,0,-5.28,5.28,44.8,7.86,6.65,0,84.8,415,990,965.8,24.2,0.182,0.0668,0.00277,0.249,0.0103,2,0.183,0.431,0.0179,23.7,0.949,0.976,0.925,39.3,38.3,76.6,491000
0.56,484.76,0.56,44.4,7.83,6.72,5.32,78.7,143,0.29,341.8,0.71,341.8,0,0,0,0,-5.32,5.32,44.4,7.83,6.72,0,84,401,990,965.8,24.2,0.177,0.0603,0.00249,0.237,0.0098,2,0.173,0.41,0.0169,23.8,0.947,0.974,0.923,37.8,36.8,73.7,656000
0.57,473.16,0.57,43.7,7.65,6.48,5,75.9,139,0.29,334.4,0.71,334.4,0,0,0,0,-5,5,43.7,7.65,6.48,0,80.9,392,990,965.7,24.3,0.174,0.0569,0.00234,0.231,0.00951,2,0.168,0.399,0.0164,23.9,0.945,0.974,0.921,37,36.1,72.2,698000
0.58,464.81,0.58,44.2,7.66,6.42,4.93,76.2,139,0.3,325.5,0.7,325.5,0,0,0,0,-4.93,4.93,44.2,7.66,6.42,0,81.1,384,990,965.7,24.3,0.171,0.0526,0.00217,0.224,0.0092,2,0.162,0.386,0.0159,23.9,0.944,0.973,0.918,36.1,35.1,70.2,467000
0.59,456.47,0.59,44.2,7.61,6.42,4.78,75.5,139,0.3,317.9,0.7,317.9,0,0,0,0,-4.78,4.78,44.2,7.61,6.42,0,80.3,376,990,965.7,24.3,0.168,0.0491,0.00202,0.217,0.00893,2,0.157,0.374,0.0154,24,0.943,0.972,0.917,35.3,34.3,68.6,665000
0.60,444.51,0.6,44.4,7.8,6.56,5,76.9,141,0.32,303.9,0.68,303.9,0,0,0,0,-5,5,44.4,7.8,6.56,0,81.9,363,990,965.6,24.4,0.164,0.0425,0.00174,0.206,0.00844,2,0.148,0.354,0.0145,24,0.94,0.971,0.913,33.7,32.7,65.5,385000
0.61,438.42,0.61,43.4,7.59,6.36,4.7,73,135,0.31,303.3,0.69,303.3,0,0,0,0,-4.7,4.7,43.4,7.59,6.36,0,77.7,361,990,965.6,24.4,0.163,0.0422,0.00173,0.205,0.00839,2,0.147,0.352,0.0144,24.1,0.94,0.971,0.913,33.7,32.7,65.4,526000
0.62,428.63,0.62,43.4,7.51,6.25,4.67,73.2,135,0.31,293.7,0.69,293.7,0,0,0,0,-4.67,4.67,43.4,7.51,6.25,0,77.8,351,990,965.5,24.5,0.159,0.0383,0.00156,0.198,0.00808,2,0.141,0.339,0.0138,24.1,0.938,0.971,0.911,32.7,31.8,63.3,464000
0.63,420.33,0.63,43.2,7.47,6.15,4.49,71.6,133,0.32,287.5,0.68,287.5,0,0,0,0,-4.49,4.49,43.2,7.47,6.15,0,76.1,344,990,965.5,24.5,0.157,0.0359,0.00147,0.193,0.00787,2,0.139,0.332,0.0136,24.2,0.938,0.97,0.91,32.4,31.5,62,679000
0.64,413.17,0.64,42.7,7.32,5.99,4.47,71,131,0.32,281.7,0.68,281.7,0,0,0,0,-4.47,4.47,42.7,7.32,5.99,0,75.5,338,990,965.5,24.5,0.155,0.0339,0.00138,0.189,0.00769,2,0.169,0.358,0.0146,24.2,0.944,0.973,0.918,37.6,36.5,61.1,292000
0.65,403.09,0.65,43,7.31,5.97,4.31,70.4,131,0.32,272.2,0.68,272.2,0,0,0,0,-4.31,4.31,43,7.31,5.97,0,74.7,328,990,965.4,24.6,0.151,0.0298,0.00121,0.181,0.00737,2,0.153,0.334,0.0136,24.3,0.941,0.972,0.914,35,34,59.1,769000
0.66,391.96,0.66,42.5,7.15,5.74,4.19,69.9,130,0.33,262.4,0.67,262.4,0,0,0,0,-4.19,4.19,42.5,7.15,5.74,0,74.1,318,990,965.4,24.6,0.148,0.0264,0.00107,0.174,0.00706,2,0.141,0.315,0.0128,24.3,0.937,0.972,0.911,33,32.1,57,204000
0.67,387.52,0.67,41.8,7.05,5.66,4.05,66.9,125,0.32,262.1,0.68,262.1,0,0,0,0,-4.05,4.05,41.8,7.05,5.66,0,70.9,317,990,965.3,24.7,0.147,0.0259,0.00105,0.173,0.00702,2,0.151,0.324,0.0131,24.3,0.939,0.972,0.913,34.6,33.5,56.9,453000
0.68,379.25,0.68,42.7,7.14,5.78,3.96,68,128,0.34,251.6,0.66,251.6,0,0,0,0,-3.96,3.96,42.7,7.14,5.78,0,72,307,990,965.3,24.7,0.144,0.0222,0.000899,0.166,0.00673,2,0.146,0.312,0.0126,24.4,0.938,0.972,0.912,33.8,32.9,54.8,518000
0.69,371.04,0.69,42.7,7.19,5.75,4.08,69,129,0.35,242.3,0.65,242.3,0,0,0,0,-4.08,4.08,42.7,7.19,5.75,0,73.1,298,990,965.3,24.7,0.141,0.0199,0.000803,0.161,0.00649,2,0.155,0.316,0.0128,24.4,0.94,0.973,0.915,35.5,34.6,53,416000
0.70,361.87,0.7,41.9,7.09,5.56,3.94,66,124,0.34,237.4,0.66,237.4,0,0,0,0,-3.94,3.94,41.9,7.09,5.56,0,69.9,292,990,965.2,24.8,0.139,0.0179,0.000724,0.157,0.00631,2,0.161,0.318,0.0128,24.5,0.941,0.974,0.917,36.7,35.7,52.1,387000
0.71,350.63,0.71,41.9,6.92,5.48,3.84,65.7,124,0.35,226.8,0.65,226.8,0,0,0,0,-3.84,3.84,41.9,6.92,5.48,0,69.6,281,990,965.2,24.8,0.135,0.0163,0.000655,0.151,0.00608,2,0.165,0.316,0.0127,24.5,0.942,0.975,0.918,37.5,36.5,50,503000
0.72,342.19,0.72,41.7,6.9,5.32,3.79,65.4,123,0.36,219.1,0.64,219.1,0,0,0,0,-3.79,3.79,41.7,6.9,5.32,0,69.2,273,990,965.1,24.9,0.132,0.0152,0.00061,0.147,0.00591,2,0.173,0.32,0.0128,24.6,0.944,0.976,0.921,38.9,37.9,48.4,431000
0.73,336.74,0.73,41.4,6.75,5.2,3.66,63.7,121,0.36,216,0.64,216,0,0,0,0,-3.66,3.66,41.4,6.75,5.2,0,67.3,269,990,965.1,24.9,0.131,0.0146,0.000588,0.145,0.00583,2,0.18,0.325,0.013,24.6,0.945,0.976,0.923,40.1,39.2,48,337000
0.74,330.55,0.74,40.8,6.58,4.96,3.56,61.9,118,0.36,212.7,0.64,212.7,0,0,0,0,-3.56,3.56,40.8,6.58,4.96,0,65.5,265,990,965.1,24.9,0.129,0.0141,0.000564,0.143,0.00574,2,0.209,0.352,0.0141,24.6,0.952,0.978,0.931,45.3,44.1,47.5,351000
0.75,324.6,0.75,40.8,6.63,4.98,3.52,61.8,118,0.36,206.8,0.64,206.8,0,0,0,0,-3.52,3.52,40.8,6.63,4.98,0,65.3,259,990,965,25,0.127,0.0135,0.00054,0.141,0.00563,2,0.198,0.338,0.0135,24.6,0.95,0.978,0.929,43.5,42.6,46.4,498000
0.76,318.29,0.76,40.4,6.54,4.9,3.45,60,115,0.36,203,0.64,203,0,0,0,0,-3.45,3.45,40.4,6.54,4.9,0,63.5,255,990,965,25,0.125,0.0131,0.000522,0.139,0.00554,2,0.201,0.34,0.0136,24.7,0.951,0.978,0.93,44.1,43.1,45.6,247000
0.77,310.69,0.77,40.5,6.49,4.77,3.47,61.1,116,0.37,194.4,0.63,194.4,0,0,0,0,-3.47,3.47,40.5,6.49,4.77,0,64.6,246,990,965,25,0.122,0.0123,0.000491,0.135,0.00538,2,0.19,0.325,0.013,24.7,0.949,0.977,0.927,42.3,41.3,43.7,403000
0.78,303.93,0.78,39.8,6.31,4.59,3.27,58.9,113,0.37,191,0.63,191,0,0,0,0,-3.27,3.27,39.8,6.31,4.59,0,62.2,242,990,964.9,25.1,0.121,0.012,0.000478,0.133,0.0053,2,0.188,0.321,0.0128,24.8,0.949,0.977,0.927,42,41,43,391000
0.79,296.85,0.79,39.5,6.21,4.49,3.22,57.8,111,0.37,185.7,0.63,185.7,0,0,0,0,-3.22,3.22,39.5,6.21,4.49,0,61,236,990,964.9,25.1,0.119,0.0115,0.000459,0.13,0.00519,2,0.185,0.315,0.0125,24.8,0.948,0.977,0.926,41.4,40.4,41.8,299000
0.80,289.37,0.8,39.4,6.23,4.39,3.19,57.6,111,0.38,178.6,0.62,178.6,0,0,0,0,-3.19,3.19,39.4,6.23,4.39,0,60.8,229,990,964.9,25.1,0.116,0.0109,0.000435,0.127,0.00506,2,0.18,0.307,0.0122,24.8,0.947,0.977,0.925,40.6,39.6,40.3,420000
0.81,283.63,0.81,38.5,6.03,4.19,3,54.3,106,0.37,177.6,0.63,177.6,0,0,0,0,-3,3,38.5,6.03,4.19,0,57.2,226,990,964.8,25.2,0.115,0.0108,0.000431,0.126,0.00502,1,0.182,0.309,0.0123,24.9,0.948,0.976,0.925,41,40,40,251000
