exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.82,280.9,0.82,38.6,5.98,4.1,3.01,55.4,107,0.38,173.8,0.62,173.8,0,0,0,0,-3.01,3.01,38.6,5.98,4.1,0,58.4,223,990,964.8,25.2,0.114,0.0105,0.000418,0.125,0.00495,1,0.177,0.302,0.012,24.9,0.946,0.975,0.923,40.2,39.1,39.1,231000
0.83,273.86,0.83,38.6,6.06,4.15,3.04,54.7,107,0.39,167.3,0.61,167.3,0,0,0,0,-3.04,3.04,38.6,6.06,4.15,0,57.7,216,990,964.8,25.2,0.112,0.00997,0.000396,0.122,0.00483,1,0.168,0.29,0.0115,24.9,0.944,0.973,0.919,38.6,37.6,37.6,304000
0.84,267.28,0.84,38,5.89,3.97,2.89,53.6,104,0.39,162.9,0.61,162.9,0,0,0,0,-2.89,2.89,38,5.89,3.97,0,56.5,211,990,964.8,25.2,0.11,0.0096,0.00038,0.12,0.00474,1,0.162,0.282,0.0112,24.9,0.943,0.973,0.917,37.6,36.6,36.6,364000
0.85,262.21,0.85,38.2,5.89,3.95,2.91,53.6,105,0.4,157.6,0.6,157.6,0,0,0,0,-2.91,2.91,38.2,5.89,3.95,0,56.5,206,990,964.7,25.3,0.108,0.00915,0.000362,0.117,0.00464,1,0.155,0.273,0.0108,25,0.941,0.972,0.915,36.4,35.3,35.3,408000
0.86,257.73,0.86,37.4,5.74,3.82,2.77,52.2,102,0.4,155.8,0.6,155.8,0,0,0,0,-2.77,2.77,37.4,5.74,3.82,0,55,203,990,964.7,25.3,0.107,0.00899,0.000356,0.116,0.00459,1,0.153,0.269,0.0106,25,0.941,0.972,0.914,35.9,34.9,34.9,283000
0.87,253.96,0.87,37.4,5.75,3.81,2.74,51.8,101,0.4,152.5,0.6,152.5,0,0,0,0,-2.74,2.74,37.4,5.75,3.81,0,54.5,199,990,964.7,25.3,0.106,0.00871,0.000345,0.115,0.00453,1,0.148,0.263,0.0104,25,0.939,0.971,0.912,35.2,34.2,34.2,244000
0.88,247.6,0.88,36.6,5.59,3.64,2.61,49.8,98.2,0.4,149.4,0.6,149.4,0,0,0,0,-2.61,2.61,36.6,5.59,3.64,0,52.4,195,990,964.7,25.3,0.104,0.00845,0.000334,0.113,0.00446,1,0.144,0.257,0.0102,25.1,0.938,0.971,0.911,34.5,33.5,33.5,316000
0.89,240.77,0.89,35.7,5.43,3.48,2.49,48.5,95.6,0.4,145.2,0.6,145.2,0,0,0,0,-2.49,2.49,35.7,5.43,3.48,0,50.9,190,990,964.6,25.4,0.103,0.00809,0.000319,0.111,0.00436,1,0.138,0.249,0.00982,25.1,0.936,0.971,0.909,33.5,32.5,32.5,219000
0.90,234.63,0.9,35.3,5.35,3.38,2.42,46.5,92.9,0.4,141.7,0.6,141.7,0,0,0,0,-2.42,2.42,35.3,5.35,3.38,0,48.9,186,990,964.6,25.4,0.101,0.0078,0.000307,0.109,0.00429,1,0.134,0.243,0.00956,25.1,0.935,0.971,0.908,32.7,31.8,31.8,412000
0.91,228.46,0.91,34.8,5.46,3.49,2.51,45.3,91.5,0.4,137,0.6,137,0,0,0,0,-2.51,2.51,34.8,5.46,3.49,0,47.8,181,990,964.6,25.4,0.0993,0.00739,0.000291,0.107,0.0042,1,0.127,0.234,0.00921,25.2,0.933,0.97,0.905,31.6,30.7,30.7,180000
0.92,222.98,0.92,34.4,5.2,3.24,2.29,43.9,89,0.4,133.9,0.6,133.9,0,0,0,0,-2.29,2.29,34.4,5.2,3.24,0,46.2,177,990,964.5,25.5,0.0979,0.00714,0.00028,0.105,0.00413,1,0.123,0.228,0.00897,25.2,0.932,0.97,0.904,30.9,30,30,313000
0.93,215.56,0.93,34.1,5.16,3.21,2.25,43.1,87.8,0.41,127.7,0.59,127.7,0,0,0,0,-2.25,2.25,34.1,5.16,3.21,0,45.4,170,990,964.5,25.5,0.0956,0.00661,0.000259,0.102,0.00401,1,0.115,0.217,0.00851,25.3,0.929,0.97,0.901,29.4,28.6,28.6,226000
0.94,208.7,0.94,33.3,4.98,3.12,2.21,40.8,84.3,0.4,124.4,0.6,124.4,0,0,0,0,-2.21,2.21,33.3,4.98,3.12,0,43,166,990,964.5,25.5,0.094,0.00632,0.000247,0.1,0.00393,1,0.11,0.211,0.00825,25.3,0.926,0.97,0.898,28.6,27.8,27.8,247000
0.95,203.86,0.95,32.6,4.86,3.04,2.16,38.8,81.4,0.4,122.4,0.6,122.4,0,0,0,0,-2.16,2.16,32.6,4.86,3.04,0,40.9,163,990,964.4,25.6,0.093,0.00615,0.000241,0.0992,0.00388,1,0.108,0.207,0.00809,25.4,0.919,0.964,0.892,28,27.2,27.2,308000
0.96,200.58,0.96,31.8,4.57,2.96,2.07,36.3,77.7,0.39,122.9,0.61,122.9,0,0,0,0,-2.07,2.07,31.8,4.57,2.96,0,38.3,162,990,964.4,25.6,0.0928,0.0062,0.000242,0.099,0.00387,1,0.108,0.207,0.0081,25.4,0.647,0.675,0.628,21,20.4,20.4,135000
0.97,195.29,0.97,30,4.45,2.94,2.08,32.1,71.6,0.37,123.7,0.63,123.7,0,0,0,0,-2.08,2.08,30,4.45,2.94,0,34.2,161,990,964.4,25.6,0.0924,0.00627,0.000245,0.0987,0.00386,1,0.11,0.208,0.00813,25.4,0.79,0.825,0.766,25.1,24.3,24.3,222000
0.98,181.33,0.98,28.8,4.36,2.79,2.03,29.3,67.3,0.37,114,0.63,114,0,0,0,0,-2.03,2.03,28.8,4.36,2.79,0,31.4,150,990,964.4,25.6,0.0885,0.00544,0.000213,0.0939,0.00367,1,0.0964,0.19,0.00744,25.4,0.873,0.92,0.847,25.1,24.3,24.3,203000
0.99,162.01,0.99,25.9,4.28,2.41,2,23.7,58.3,0.36,103.7,0.64,103.7,0,0,0,0,-2,2,25.9,4.28,2.41,0,25.7,136,990,964.5,25.5,0.0836,0.00456,0.000179,0.0882,0.00346,1,0.0825,0.171,0.00669,25.4,0.916,0.966,0.887,23.6,22.9,22.9,222000
1.00,136.59,1,24.5,4.25,2.25,2,21,54.1,0.4,82.54,0.6,82.54,0,0,0,0,-2,2,24.5,4.25,2.25,0,23,114,990,964.5,25.5,0.0756,0.00277,0.000108,0.0784,0.00307,1,0.0539,0.132,0.00519,25.4,0.911,0.949,0.877,18.8,18.1,18.1,65900
